UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPE_AREA,SHAPE_LEN
WACOA,COLVILLE AGENCY,MANILA CREEK,176,2012-09-09,2012-09-10,200.75702243,2012,LIGHTNING,8744940.91703,14841.7281887
WACOA,COLVILLE AGENCY,TOP OF PETER DAN CREEK,174,2012-09-08,2012-09-11,20.24074146,2012,LIGHTNING,881683.171093,4428.21746209
WACOA,COLVILLE AGENCY,TIMM BROTHERS,182,2012-09-09,2012-09-11,1358.68394334,2012,MISCELLANEOUS,59184035.835,45215.930142
WACOA,COLVILLE AGENCY,JIM CREEK #3,171,2012-09-08,2012-09-12,26.1523987,2012,LIGHTNING,1139193.93047,4997.67818323
WAWFS,WA FIRE SERVICE,LEAHY JUNCTION,308,2012-09-10,2012-09-13,72425.92991647,2012,LIGHTNING,3154860887.68,403190.247928
WASPD,SPOKANE BLM,BARKER CANYON,50491,2012-09-08,2012-09-13,15804.25044832,2012,UNKNOWN,688430395.799,225110.398254
WAWFS,WA FIRE SERVICE,APACHE PASS,310,2012-09-09,2012-09-13,23324.09347551,2012,UNKNOWN,1015993447.81,321822.590235
WAOWF,OKAN-WEN NF,LEECHER,571,2012-09-09,2012-09-17,1319.70299959,2012,LIGHTNING,57486032.7171,57087.7243234
WAOWF,OKAN-WEN NF,HUNTER,520,2012-09-09,2012-09-17,211.42089207,2012,LIGHTNING,9209457.22046,21011.9714434
WAOWF,OKAN-WEN NF,TRAIL CREEK,539,2012-09-09,2012-09-17,24.11552485,2012,LIGHTNING,1050468.06052,9433.60621692
WAOWF,OKAN-WEN NF,STAFFORD CREEK,585,2012-09-09,2012-09-23,33.80616122,2012,LIGHTNING,1472590.4923,8536.32790579
WAOWF,OKAN-WEN NF,DIAMOND HEAD,596,2012-09-10,2012-09-19,1055.94721861,2012,UNKNOWN,45996876.8545,107661.215269
WAOWF,OKAN-WEN NF,GOLD CREEK SPRINGS,462,2012-09-09,2012-09-19,31.51178589,2012,LIGHTNING,1372647.9026,5186.72676839
WAOWF,OKAN-WEN NF,OLD BLEWETT PASS,597,2012-09-10,2012-09-19,22.4092772,2012,LIGHTNING,976144.210157,7776.1236532
WAOWF,OKAN-WEN NF,MOON BEAM,595,2012-09-10,2012-09-18,0.30379979,2012,LIGHTNING,13233.465927,729.885636056
WAOWF,OKAN-WEN NF,JACK CREEK PASS,642,2012-09-09,2012-09-18,7.27095038,2012,UNKNOWN,316721.331691,3439.63368503
WAOWF,OKAN-WEN NF,BYRD,559,2012-09-09,2012-09-21,14164.08513399,2012,LIGHTNING,616985080.489,196347.800806
WAOWF,OKAN-WEN NF,TIMBER CREEK,644,2012-09-15,2012-09-20,153.01404743,2012,UNKNOWN,6665265.24496,13935.5811083
WAOWF,OKAN-WEN NF,WILD ROSE,534,2012-09-09,2012-09-22,1926.29887951,2012,UNKNOWN,83909243.5533,46233.3724619
WANES,WA DNR - NE REGION,CHAMOKANE CREEK,137,2007-07-02,2007-07-02,155.91204468,2007,UNKNOWN,6791501.5,13524.2003056
WACOF,COLVILLE NF,MT LEONA,015,2001-08-01,2001-08-01,4895.29859926,2001,UNKNOWN,213238354.028,84286.5223349
WACOA,COLVILLE AGENCY,SIX MILE 2,180,2013-08-10,2013-08-10,4.82819487,2013,UNKNOWN,210315.327306,1835.63813972
WACOA,COLVILLE AGENCY,WHITMORE SOUTH,180,2013-08-10,2013-08-10,169.38386422,2013,LIGHTNING,7378331.61214,11175.9192665
WACOA,COLVILLE AGENCY,SIX MILE,180,2013-08-10,2013-08-10,247.61426584,2013,LIGHTNING,10786034.2758,14418.5463417
WACOA,COLVILLE AGENCY,WHITMORE 3,180,2013-08-10,2013-08-10,4.98456802,2013,LIGHTNING,217126.91465,1950.40465232
WANES,WA DNR - NE REGION,LITTLE CHOPAKA,160,2007-07-07,2007-07-11,4428.34102028,2007,MISCELLANEOUS,192897763.25,61918.7637723
WAWFS,WA FIRE SERVICE,EASY STREET,236,2007-07-07,2007-07-07,5208.62754937,2007,MISCELLANEOUS,226886908.5,73626.3604079
WAOWF,OKAN-WEN NF,CROW CREEK,408,2007-08-02,2007-08-04,83.0082751,2007,UNKNOWN,3615826.0,13815.3651214
WASPD,SPOKANE BLM,DOUGLAS CREEK,006,2007-07-09,2007-07-10,3156.02448129,2007,FIREWORKS,137475876.5,48733.575247
WANES,WA DNR - NE REGION,TUNK GRADE,215,2007-07-14,2007-07-17,16498.06617585,2007,LIGHTNING,718652888.0,142982.086944
WAWFS,WA FIRE SERVICE,LES BLAIR,2399,2007-07-30,2007-08-01,7037.32239857,2007,UNKNOWN,306544537.5,72135.2901131
WASES,WA DNR - SE REGION,BEASLEY HILL,806,2007-08-14,2007-08-14,85.71552881,2007,UNKNOWN,3733753.5,8455.76579799
WACOF,COLVILLE NF,PEND D'OREILLE,194,2007-08-11,2007-08-18,9730.19778533,2007,LIGHTNING,423845720.141,133743.061184
WANCP,NORTH CASCADES NP,TOLO,112,2007-07-15,2007-08-16,293.17027851,2007,LIGHTNING,12770446.25,20220.8962758
WAMCR,MID COLUMBIA NWR,WAUTOMA,070084,2007-08-16,2007-08-17,67291.4018444,2007,MISCELLANEOUS,2931201739.5,320300.447665
WA,UNKNOWN,BLACK ROCK,808,2007-08-31,2007-09-01,32139.34579784,2007,UNKNOWN,1399984303.0,176767.732367
WA,UNKNOWN,MILEPOST 17,70082,2007-08-13,2007-09-07,6452.10503245,2007,MISCELLANEOUS,281052571.0,92282.3381921
WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - MCBEE,802,2007-07-13,2007-07-15,3097.28286821,2007,LIGHTNING,134917102.069,87691.4318205
WASES,WA DNR - SE REGION,EASTON RIDGE,407,2007-08-02,2007-08-04,401.45718434,2007,EQUIPMENT USE,17487405.0,25888.1305816
WA,UNKNOWN,SOUTH OMAK LAKE,247,2007-08-30,2007-08-30,10508.6868522,2007,ARSON,457756568.25,115832.460805
WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - OVERLOOK,802,2007-07-13,2007-07-16,19565.90062349,2007,LIGHTNING,852287222.0,183017.80307
WACOA,COLVILLE AGENCY,MANILLA CREEK,256,2007-09-10,2007-09-16,26799.11099589,2007,ARSON,1167364605.51,197519.781588
WASES,WA DNR - SE REGION,BOUGHTON MILL,685,2007-09-20,2007-09-22,138.02876607,2007,RAILROAD,6012509.0,11658.530239
WAYAA,BIA - YAKIMA,PINE SPRING,122,2007-08-11,2007-08-11,1850.59474959,2007,ARSON,80611584.845,50618.9347923
WAOWF,OKAN-WEN NF,DOMKE LAKE,434,2007-08-05,2007-09-11,10333.14695436,2007,LIGHTNING,450110080.886,151517.614731
WA,UNKNOWN,PANTHER CREEK WFU,611,2007-08-05,2007-09-28,204.02074262,2007,LIGHTNING,8887108.0,13166.5309175
WANES,WA DNR - NE REGION,ARBYS 231,415,2007-09-07,2007-09-07,6.56591814,2007,SMOKER,286010.25,3247.65422967
WANES,WA DNR - NE REGION,BURNT VALLEY,416,2007-09-08,2007-09-08,26.68260214,2007,ELECTRIC FENCE,1162289.5,4807.93858578
WA,UNKNOWN,WHISPERING PINES,UNKNOWN,2007-09-15,2007-09-15,14.05962924,2007,DEBRIS BURN,612435.0,3584.74596247
WASPD,SPOKANE BLM,MILLER HOMESTEAD,884,2012-09-01,2012-09-01,358.85403571,2012,UNKNOWN,15631619.2687,25084.4213438
WAOWF,OKAN-WEN NF,CAMELS HUMP,362,2008-07-24,2008-07-31,116.58766848,2008,MISCELLANEOUS,5078538.52475,11813.7201231
WANES,WA DNR - NE REGION,CAYUSE,358,2008-07-09,2008-07-13,1744.23240162,2008,DEBRIS BURN,75978459.5,48770.6465471
ORCGF,COLUMBIA RG NSA,MARYHILL,016,2006-06-18,2006-06-19,801.310141,2006,MISCELLANEOUS,34904930.1217,40590.7503536
WANES,WA DNR - NE REGION,GATEWAY LANE,196,2006-07-15,2006-07-15,113.23336596,2006,EQUIPMENT USE,4932425.69138,23223.2749354
WASPD,SPOKANE BLM,BADGER HOLLOW,UNKNOWN,2006-08-01,2006-08-01,7384.36203656,2006,UNKNOWN,321661523.662,80649.2156063
WASPD,SPOKANE BLM,WELCH ROAD,UNKNOWN,2006-08-01,2006-08-01,2570.95243167,2006,UNKNOWN,111990239.961,61496.0063147
WACOA,COLVILLE AGENCY,CAMERON LAKE ROAD,UNKNOWN,2006-08-22,2006-08-22,1568.08507291,2006,EQUIPMENT USE,68305512.5531,43658.0110876
WACOA,COLVILLE AGENCY,SWAWILLA BASIN,UNKNOWN,2006-07-14,2006-07-14,81.54705117,2006,ARSON,3552175.34018,9632.12060937
WANES,WA DNR - NE REGION,FRUIT HILL,258,2006-07-29,2006-07-29,115.56873834,2006,ARSON,5034154.10526,16502.1746476
WASES,WA DNR - SE REGION,PALOUSE RIVER,707,2006-08-23,2006-08-23,654.42068351,2006,UNKNOWN,28506450.9476,49537.6751398
WASPS,WA DNR - SPS REGION,CARBON COPY,062,2006-08-20,2006-08-31,276.96980421,2006,UNKNOWN,12064756.4123,17137.0775564
WAOWF,OKAN-WEN NF,TRINITY,521,2004-07-22,2004-07-23,3.53739765,2004,LIGHTNING,154088.425485,1653.87029066
WAYAA,BIA - YAKIMA,SPRING CREEK,006,2004-04-27,2004-04-30,707.44859209,2004,DEBRIS BURN,30816337.4056,29593.3465171
WAMSF,MT. BAKER-SNOQ NF,FATHERS DAY,UNKNOWN,2004-06-19,2004-06-19,20.49742216,2004,UNKNOWN,892864.137804,3732.01542727
WAMSF,MT. BAKER-SNOQ NF,SWIFT CREEK,121,2004-07-17,2004-07-27,172.9171597,2004,LIGHTNING,7532241.34767,12026.0282686
WAMSF,MT. BAKER-SNOQ NF,SURVEY POINT,UNKNOWN,2004-08-14,2004-08-21,68.18345872,2004,LIGHTNING,2970059.58165,6862.11798941
WAOWF,OKAN-WEN NF,GLORY MOUNTAIN,080,2001-08-01,2001-08-01,928.73202986,2001,UNKNOWN,40455405.3986,25815.6412143
WAOWF,OKAN-WEN NF,SWEETGRASS,031,2003-08-01,2003-08-01,181.31183649,2003,UNKNOWN,7897912.00594,13649.1516812
WACOF,COLVILLE NF,TOGO,035,2003-08-01,2003-08-01,5218.37220836,2003,UNKNOWN,227311384.148,98106.4292993
WAOWF,OKAN-WEN NF,WILCOX,081,2003-08-01,2003-08-01,440.55194383,2003,UNKNOWN,19190365.9116,32278.8284475
WAOWF,OKAN-WEN NF,MIDDLE QUARTZ MT,028,2002-08-01,2002-08-01,7402.71028141,2002,UNKNOWN,322460770.011,204799.397718
WAOWF,OKAN-WEN NF,QUARTZ MT,030,2002-08-01,2002-08-01,4208.26808036,2002,UNKNOWN,183311424.333,104080.961932
WA,UNKNOWN,ICICLE COMPLEX,UNKNOWN,2001-08-14,2001-08-21,8006.07151715,2001,LIGHTNING,348743080.311,156012.787039
WANES,WA DNR - NE REGION,MARSHALL,326,2007-08-11,2007-08-11,384.39492287,2007,UNKNOWN,16744175.8635,42410.6582353
WASES,WA DNR - SE REGION,ELLENSBURG PASS,649,2007-09-10,2007-09-10,452.8422728,2007,UNKNOWN,19725730.5,19542.0393007
WANES,WA DNR - NE REGION,WRIGHTS VALLEY,408,2007-09-03,2007-09-03,226.22968132,2007,UNKNOWN,9854525.5,15749.0181777
WAOWF,OKAN-WEN NF,CONRAD LAKE,530,2013-08-13,2013-09-01,1103.61828217,2013,LIGHTNING,48073420.077,46073.2432733
WASPD,SPOKANE BLM,BURBANK,324,2013-07-22,2013-07-23,202.56539119,2013,MISCELLANEOUS,8823713.14517,21168.680907
WANES,WA DNR - NE REGION,KEYSTONE NORTH,633,2013-08-01,2013-08-05,459.27384245,2013,UNKNOWN,20005888.5535,22048.4126775
WANES,WA DNR - NE REGION,KEYSTONE,608,2013-08-01,2013-08-05,434.30626536,2013,LIGHTNING,18918305.2456,26210.8105101
WANES,WA DNR - NE REGION,TUNK PEAK,651,2013-08-01,2013-08-05,12.60465383,2013,LIGHTNING,549056.524513,3251.38116457
WANES,WA DNR - NE REGION,CORRAL LAKE,640,2013-08-01,2013-08-05,0.97552986,2013,UNKNOWN,42493.910641,904.377542555
WAWFS,WA FIRE SERVICE,DEAD CANYON,405,2013-09-10,2013-09-12,3707.96743489,2013,MISCELLANEOUS,161518415.388,129038.552966
WASPD,SPOKANE BLM,WEBBER,50795,2013-09-18,2013-09-19,681.24457214,2013,FIREWORKS,29674894.8626,28878.3077393
WAWFS,WA FIRE SERVICE,B&O,221,2013-07-15,2013-07-16,1451.1550919,2013,UNKNOWN,63212062.954,65645.4630734
WASPD,SPOKANE BLM,IONE,194,2013-07-04,2013-07-08,338.53387351,2013,MISCELLANEOUS,14746476.544,22458.2074875
WASES,WA DNR - SE REGION,GRAND RONDE,1034,2013-08-29,2013-08-30,613.01622248,2013,LIGHTNING,26702879.8393,23824.0033569
WASES,WA DNR - SE REGION,MAIL TRAIL,217,2013-06-09,2013-06-13,2495.18489127,2013,MISCELLANEOUS,108689819.103,67432.8451364
WAPCS,WA DNR - PC REGION,DOG MOUNTAIN,002,2013-05-04,2013-05-13,198.76701237,2013,UNKNOWN,8658256.42586,19572.7267319
ORCGF,COLUMBIA RG NSA,MAJOR CREEK,199,2013-07-03,2013-07-05,149.20407621,2013,MISCELLANEOUS,6499303.56234,12530.3179144
WAOWF,OKAN-WEN NF,ALPINE,518,2014-08-01,2014-08-12,19.39150482,2014,LIGHTNING,844690.571157,4111.0319907
WAOWF,OKAN-WEN NF,CHIWAUKUM CREEK,356,2014-07-15,2014-08-12,13894.58962778,2014,LIGHTNING,605245903.195,287372.053703
WAWFS,WA FIRE SERVICE,SNAKE RIVER,368,2016-08-02,2016-08-04,11366.23858601,2016,HUMAN,495111372.355,165543.009602
WAOLP,OLYMPIC NP,COX VALLEY,135,2016-07-21,2016-08-26,56.99801953,2016,LIGHTNING,2482823.79928,13295.7125857
WANWS,WA DNR - NW REGION,HOT SHOT,015,2016-05-12,2016-05-17,59.49864153,2016,UNKNOWN,2591750.45794,9792.90427401
WASES,WA DNR - SE REGION,25 MILE,279,2014-07-10,2014-07-10,218.18466731,2014,UNKNOWN,9504086.09136,17067.7122803
WASES,WA DNR - SE REGION,SKOOKUM,332,2014-07-14,2014-07-14,60.84558576,2014,UNKNOWN,2650423.11395,8332.93479443
WANES,WA DNR - NE REGION,CARLTON COMPLEX-RISING EAGLE RD,487,2014-07-14,2014-08-12,255899.59574273,2014,LIGHTNING,11146941802.7,1437464.70532
WACOA,COLVILLE AGENCY,DEVILS ELBOW,168,2014-08-03,2014-08-13,24003.21453281,2014,LIGHTNING,1045575842.73,460297.763034
WASPD,SPOKANE BLM,WATERMELON,591,2014-07-19,2014-07-20,11416.981906,2014,UNKNOWN,497321742.532,124575.550086
WAOWF,OKAN-WEN NF,UPPER FALLS,570,2014-08-06,2014-08-20,8113.66736329,2014,LIGHTNING,353429936.621,194027.613888
WAOWF,OKAN-WEN NF,SOUTH CLE ELUM RIDGE,621,2014-08-07,2014-08-19,887.71468514,2014,UNKNOWN,38668697.0096,48209.6349021
WASES,WA DNR - SE REGION,I-82 MANASHTASH,226,2014-07-03,2014-07-04,1994.73310648,2014,BURNIN MATERIAL,86890226.5562,80456.7833064
WASES,WA DNR - SE REGION,YAXON CANYON,849,2014-09-22,2014-09-23,45.8382727,2014,LIGHTNING,1996707.17176,6747.09859966
WASES,WA DNR - SE REGION,FOSTER CREEK,126,2014-06-03,2014-06-03,377.3075606,2014,LIGHTNING,16435451.5975,25256.2945199
WASES,WA DNR - SE REGION,BOX CANYON,580,2014-08-03,2014-08-03,54.74024098,2014,LIGHTNING,2384475.35915,6972.97945582
WASES,WA DNR - SE REGION,AUVIL CANYON,731,2014-08-21,2014-08-21,633.13542642,2014,LIGHTNING,27579268.8574,22523.6313902
WASES,WA DNR - SE REGION,BMIDC INC 881,646,2014-08-11,2014-08-11,131.76951708,2014,LIGHTNING,5739857.20444,14817.4189041
WASES,WA DNR - SE REGION,BMIDC INC 879,645,2014-08-11,2014-08-11,30.07020222,2014,LIGHTNING,1309852.76908,7381.51918084
WAPCS,WA DNR - PC REGION,TEAGUE RD,0065,2014-08-10,2014-08-10,58.57170025,2014,UNKNOWN,2551373.05731,8132.08191767
WACOA,COLVILLE AGENCY,BELVEDERE,057,2014-06-04,2014-06-04,865.45745791,2014,UNKNOWN,37699176.0693,29240.3369033
WACOA,COLVILLE AGENCY,BRODY CANYON,059,2014-06-12,2014-06-13,818.24416787,2014,UNKNOWN,35642573.3816,37419.617935
WACOA,COLVILLE AGENCY,LAWSON FLATS,037,2014-04-07,2014-04-08,410.67355137,2014,HUMAN,17888868.3422,33919.5591206
WANES,WA DNR - NE REGION,RUNNING DEER,1216,2014-08-27,2014-08-28,25.61081679,2014,UNKNOWN,1115602.71709,5937.91345662
WASES,WA DNR - SE REGION,SADDLE MOUNTAIN,358,2014-07-18,2014-07-18,24917.44287758,2014,UNKNOWN,1085399470.14,217063.408336
WAPCS,WA DNR - PC REGION,MINERAL HILL,0097,2014-09-07,2014-09-07,6.09674558,2014,UNKNOWN,265573.174996,2657.37593124
WASPD,SPOKANE BLM,MALAGA,112,2014-05-28,2014-05-29,1248.52299942,2014,LIGHTNING,54385444.3124,43877.0107371
WACOA,COLVILLE AGENCY,SILVER CREEK II,072,2014-07-04,2014-07-05,273.91414312,2014,HUMAN,11931652.3476,14021.743894
WAWFS,WA FIRE SERVICE,ROCK HILL,501,2014-07-06,2014-07-07,1129.53261576,2014,HUMAN,49202243.9331,40542.3720358
WANES,WA DNR - NE REGION,LAKE SPOKANE,443,2014-07-09,2014-07-10,1016.31089024,2014,STRUCTURE FIRE,44270325.2971,36176.5295567
WASPD,SPOKANE BLM,R ROAD,383,2014-07-16,2014-07-16,3320.86236455,2014,UNKNOWN,144656185.973,47557.5166062
WANES,WA DNR - NE REGION,BUGG ROAD,428,2014-07-21,2014-07-22,1168.94735515,2014,HUMAN,50919143.1132,33788.8201426
WAOWF,OKAN-WEN NF,SHOOFLY,587,2014-08-04,2014-08-15,163.05324888,2014,LIGHTNING,7102571.1107,31112.3368995
WANWS,WA DNR - NW REGION,PROCTOR CREEK 62 RD,016,2016-05-13,2016-05-15,289.15345057,2016,UNKNOWN,12595473.9249,19187.2346914
WAMCR,MID COLUMBIA NWR,DIVISION ROAD,393,2016-08-10,2016-08-13,722.28632487,2016,UNKNOWN,31462666.4602,39478.3415266
WASPD,SPOKANE BLM,WEBBER CANYON,082,2016-05-11,2016-05-16,504.28730502,2016,UNKNOWN,21966667.1396,32050.9858174
WASPD,SPOKANE BLM,SUNLAND,114,2016-05-29,2016-05-31,1912.50084442,2016,HUMAN,83308203.5493,50293.0142107
WACOA,COLVILLE AGENCY,TIMM RANCH,037,2016-06-08,2016-06-22,1357.3019961,2016,UNKNOWN,59123838.4542,44401.9547159
WASPD,SPOKANE BLM,BEAM ROAD,170,2016-06-20,2016-06-20,1293.95488443,2016,HUMAN,56364449.3074,47264.9389402
WASPD,SPOKANE BLM,ROCKY FORD,430,2016-07-09,2016-07-11,1951.63481684,2016,HUMAN,85012872.569,51962.8975735
WASPD,SPOKANE BLM,MCBEE COMMAND,253,2016-07-14,2016-07-15,1689.16982852,2016,HUMAN,73579943.4097,63676.7037222
WASES,WA DNR - SE REGION,ANTILON LAKE,340,2016-07-29,2016-07-30,827.07515956,2016,UNKNOWN,36027249.8411,30705.3352134
WASPD,SPOKANE BLM,BLACK ROCK ROAD,597,2016-07-30,2016-07-31,16005.33672165,2016,UNKNOWN,697189678.828,207695.604635
WAOWF,OKAN-WEN NF,HALFWAY,352,2016-07-31,2016-08-01,341.2472569,2016,HUMAN,14864671.0519,20374.4670357
WASPD,SPOKANE BLM,RANGE 12,344,2016-07-30,2016-08-03,176580.63221659,2016,UNKNOWN,7691821571.98,616505.36102
WAWFS,WA FIRE SERVICE,ROAD 10,704,2016-08-02,2016-08-04,2567.78464465,2016,UNKNOWN,111852251.711,56751.6511701
WACOA,COLVILLE AGENCY,KEWA,082,2016-08-02,2016-08-10,1893.98283359,2016,UNKNOWN,82501562.2241,68306.7718734
WAYAA,BIA - YAKIMA,TULE #6,147,2016-08-21,2016-08-22,8469.38731608,2016,UNKNOWN,368925035.784,92882.2300003
WAWFS,WA FIRE SERVICE,KAHLOTUS,444,2016-08-21,2016-08-24,8463.65626039,2016,UNKNOWN,368675391.996,102479.114165
WANES,WA DNR - NE REGION,WELLESLEY,807,2016-08-21,2016-08-24,341.17201945,2016,UNKNOWN,14861393.7215,26226.354385
WANES,WA DNR - NE REGION,CAYUSE MTN.,024,2016-08-21,2016-08-30,18095.96213619,2016,HUMAN,788256957.615,164244.900138
WANES,WA DNR - NE REGION,YALE,808,2016-08-21,2016-08-28,5870.2343241,2016,UNKNOWN,255706384.329,174644.143088
WANES,WA DNR - NE REGION,HART,806,2016-08-21,2016-08-30,4936.45939127,2016,UNKNOWN,215031310.956,101132.83761
WANES,WA DNR - NE REGION,DEEP NORTH,802,2016-08-21,2016-08-31,590.98276295,2016,UNKNOWN,25743106.1812,50665.3695558
WAOWF,OKAN-WEN NF,MILLS CANYON,267,2014-07-08,2014-07-19,22005.97065323,2014,STRUCTURE FIRE,958576247.338,158272.516009
WASES,WA DNR - SE REGION,SUNCREST,459,2016-08-27,2016-08-30,420.12428774,2016,UNKNOWN,18300540.7714,31658.4691837
WASES,WA DNR - SE REGION,COTTONWOOD,168,2014-06-17,2014-06-18,8942.47742054,2014,MISCELLANEOUS,389532758.303,109047.634879
WASPD,SPOKANE BLM,BIGHORN,615,2014-08-06,2014-08-06,265.97106069,2014,UNKNOWN,11585653.0608,16906.006883
WASPD,SPOKANE BLM,COYOTE FLATS,050335,2014-07-14,2014-07-15,1785.49945304,2014,LIGHTNING,77776045.0693,78924.4093103
WASES,WA DNR - SE REGION,STATION,595,2014-08-04,2014-08-05,37.38143728,2014,UNKNOWN,1628328.89456,6780.13640781
WANCP,NORTH CASCADES NP,THUNDER CREEK,002,2015-05-30,2015-06-04,103.31840727,2015,LIGHTNING,4500531.81837,8933.62859326
WANES,WA DNR - NE REGION,EGYPT LOOP 2,435,2015-06-15,2015-06-22,209.70229117,2015,UNKNOWN,9134595.26482,13143.1053693
WAMCR,MID COLUMBIA NWR,SADDLE LAKES,283,2015-06-28,2015-06-29,14449.33042069,2015,LIGHTNING,629410315.477,103091.823336
WASES,WA DNR - SE REGION,SLEEPY HOLLOW,282,2015-06-28,2015-07-02,2953.61247596,2015,UNKNOWN,128658844.816,88095.7740177
WAWFS,WA FIRE SERVICE,JUNCTION,603,2015-07-05,2015-07-06,981.15973324,2015,UNKNOWN,42739147.023,35392.4934286
WASES,WA DNR - SE REGION,DAVIES PASS,341,2015-07-02,2015-07-06,1300.21261557,2015,UNKNOWN,56637034.9854,37810.9950554
WASPD,SPOKANE BLM,BEEZLEY HILL,363,2015-07-05,2015-07-08,1715.42564228,2015,UNKNOWN,74723642.0822,43344.9620742
WASPD,SPOKANE BLM,WILLOW SPRINGS,364,2015-07-05,2015-07-08,486.06882163,2015,UNKNOWN,21173073.1776,27731.8982231
WACOA,COLVILLE AGENCY,TWENTY-ONE MILE GRADE,098,2015-07-01,2015-07-08,2252.2362802,2015,HUMAN,98107019.9361,56285.6399358
WANES,WA DNR - NE REGION,231,621,2015-07-03,2015-07-09,970.70649398,2015,HUMAN,42283805.742,37589.1333217
WANES,WA DNR - NE REGION,LITTLE SPOKANE,659,2015-07-09,2015-07-11,167.81192034,2015,UNKNOWN,7309858.01049,13949.5577297
WAGPF,GIFFORD PINCHOT NF,HORSESHOE,295,2015-07-03,2015-07-12,340.18107918,2015,LIGHTNING,14818228.536,17828.5857488
WAGPF,GIFFORD PINCHOT NF,RILEY,351,2015-07-09,2015-07-13,65.1330744,2015,LIGHTNING,2837185.3719,10515.5778951
WAOWF,OKAN-WEN NF,WILDHORSE,498,2015-07-20,2015-07-21,163.43600672,2015,LIGHTNING,7119243.97556,17356.4096085
WAPCS,WA DNR - PC REGION,COLVIN CREEK,165,2015-07-19,2015-07-22,110.63053868,2015,HUMAN,4819046.98853,12307.9306725
WASES,WA DNR - SE REGION,BLUE CREEK,653,2015-07-20,2015-07-30,5992.50549703,2015,UNKNOWN,261032495.318,132750.092181
WACOF,COLVILLE NF,NORTH BOULDER 2,867,2015-07-20,2015-07-31,232.57869168,2015,LIGHTNING,10131087.285,18566.0356276
WAOWF,OKAN-WEN NF,BUCK CREEK,295,2016-07-22,2016-08-29,3207.42894521,2016,LIGHTNING,139715045.992,66767.4802531
WAOWF,OKAN-WEN NF,SAUL,437,2016-08-21,2016-08-29,463.72948718,2016,UNKNOWN,20199975.6613,19749.3160893
WAPCS,WA DNR - PC REGION,GISH,232,2015-08-09,2015-08-10,101.43773091,2015,UNKNOWN,4418609.88399,10156.9372391
WANES,WA DNR - NE REGION,9 MILE,001147,2015-08-13,2015-08-16,4720.39583362,2015,UNKNOWN,205619620.032,88038.0160006
WACOF,COLVILLE NF,BALDY,001003,2015-08-01,2015-08-17,515.18595033,2015,UNKNOWN,22441410.2306,35348.664616
WAOWF,OKAN-WEN NF,WOLVERINE,287,2015-06-29,2015-09-13,65549.74496403,2015,LIGHTNING,2855335469.26,1414734.39884
WANES,WA DNR - NE REGION,CARPENTER ROAD,001235,2015-08-14,2015-09-12,64043.29159494,2015,LIGHTNING,2789714622.98,490287.743364
WASPD,SPOKANE BLM,REACH,651,2015-08-14,2015-09-13,89093.40391715,2015,UNKNOWN,3880893151.01,1075595.86828
WANES,WA DNR - NE REGION,ROY,001222,2015-08-14,2015-08-20,120.26315236,2015,UNKNOWN,5238641.96202,14944.3361381
WANCP,NORTH CASCADES NP,ROCKY BEAVER,046,2015-08-10,2015-08-23,140.98689395,2015,LIGHTNING,6141364.53478,9897.94133837
WASPD,SPOKANE BLM,LOWER CRAB CREEK,379,2016-08-05,2016-08-12,5746.62856025,2016,UNKNOWN,250322138.793,148595.78553
WAOLP,OLYMPIC NP,HAYES TWO,153,2016-07-26,2016-09-08,2389.9156134,2016,LIGHTNING,104104307.701,119368.1589
WAOLP,OLYMPIC NP,GODKIN,151,2016-07-25,2016-09-08,563.31251177,2016,LIGHTNING,24537794.861,49324.8757052
WAOLP,OLYMPIC NP,IGNAR CREEK,162,2016-07-29,2016-09-08,79.93271576,2016,LIGHTNING,3481855.17088,14375.6845128
WASPD,SPOKANE BLM,MORRIS LANE,337,2016-07-28,2016-08-11,1414.5968398,2016,HUMAN,61619591.8627,50168.6144734
WACOA,COLVILLE AGENCY,ELMER CITY,129,2016-09-11,2016-09-12,5491.12975663,2016,HUMAN,239192655.425,75212.2655179
WAWFS,WA FIRE SERVICE,STARBUCK,162,2016-07-17,2016-09-12,2481.14595978,2016,HUMAN,108078285.694,46268.3847056
WAWFS,WA FIRE SERVICE,FLETCHER ROAD,385,2016-08-07,2016-09-12,6780.17975416,2016,LIGHTNING,295343448.714,129999.157658
WAWFS,WA FIRE SERVICE,230 SWITCH YARD,502,2016-09-12,2016-09-12,234.20966066,2016,UNKNOWN,10202132.0095,13372.015726
WASPD,SPOKANE BLM,OLD LADY CREEK,497,2016-09-10,2016-09-13,2548.08769402,2016,UNKNOWN,110994255.973,65556.5724485
WAOWF,OKAN-WEN NF,ROCK CREEK,495,2016-09-10,2016-09-16,1382.51249499,2016,UNKNOWN,60222003.3929,48157.8803205
WANES,WA DNR - NE REGION,PICKENS NORTH,832,2016-08-24,2016-08-26,724.04509913,2016,HUMAN,31539278.3606,32862.4111715
WAWFS,WA FIRE SERVICE,SOUTH WARD GAP,353,2016-07-31,2016-09-27,5039.58157351,2016,UNKNOWN,219523295.246,73349.9993841
