,LAT,LON,PLOT
406,46.429729,-119.655317,80280
407,46.535534,-119.853227,96437
408,48.132622,-122.613453,50497
409,48.603513,-121.069843,87098
410,45.709009,-122.136557,79888
411,46.931485,-123.081452,53450
412,47.002364,-122.905307,54793
413,46.986062,-122.732212,74319
414,46.287988,-123.451748,57411
415,47.611864,-121.069164,90235
416,46.870587,-122.543633,77938
417,47.072913,-121.664578,54838
418,47.158793,-122.400166,80881
419,46.103232,-119.608116,96153
420,46.128996,-119.260224,67239
421,46.236928,-121.89988,99916
422,46.94223,-118.501771,84318
423,48.22048,-123.894966,50632
424,48.327346,-124.115553,50665
425,47.847414,-123.044238,97547
426,48.838666,-119.073893,68759
427,47.818668,-123.601575,92689
428,48.072786,-122.902412,79124
429,48.03593,-122.732713,50506
430,47.550823,-124.427486,50721
431,46.016008,-119.736359,79516
432,46.002371,-119.216326,57369
433,47.622724,-122.003687,94625
434,47.227977,-117.618839,70999
435,48.216898,-117.361641,57311
436,47.964564,-122.001872,80471
437,48.00035,-121.835833,79789
438,45.988325,-119.554281,50557
439,47.206526,-118.852159,73763
440,47.194923,-118.32001,86848
441,46.281086,-117.333861,50449
442,47.030698,-119.176802,94751
443,46.611133,-118.66643,93131
444,46.673653,-118.955968,62813
445,46.057814,-119.045812,88956
446,47.391956,-124.390853,50848
447,47.325616,-123.316656,86416
448,48.073964,-117.884149,56215
449,47.35545,-120.785729,63617
450,47.513332,-121.215134,60740
451,45.73385,-121.429528,72193
452,45.78645,-121.077544,57008
453,48.422354,-119.929974,51647
454,48.493838,-118.484997,52517
455,48.624192,-120.145093,59796
456,48.304512,-121.342097,51865
457,48.117823,-123.988711,99591
458,47.750062,-120.699405,94622
459,48.732255,-117.610759,60674
460,47.674261,-123.026531,63739
461,48.868534,-120.349898,96746
462,48.984889,-118.931403,79709
463,46.196883,-121.822645,73486
464,45.839354,-121.623995,58150
465,47.31165,-121.525163,76721
466,46.635497,-121.744258,53278
467,48.199053,-120.973854,89442
468,48.529367,-120.667708,91319
469,48.816011,-118.534993,97821
470,46.286809,-121.85792,77399
471,48.435795,-121.775068,52632
472,47.78978,-120.443158,61238
473,47.792403,-120.366126,98321
474,48.708638,-117.600797,70628
475,47.118412,-120.903806,68378
476,48.347999,-119.934816,97789
477,48.712136,-120.65984,78353
478,45.866179,-121.618867,90262
479,47.937362,-122.997913,73261
480,48.819141,-120.023325,92563
481,46.148017,-122.082441,67220
482,47.886899,-121.271577,71358
483,48.474121,-120.043891,91257
484,47.058948,-121.881282,84199
485,48.489745,-118.437804,75745
486,48.721686,-119.166703,79989
487,48.835132,-117.340454,95032
488,48.598839,-119.250221,85387
489,48.796775,-117.444987,58759
490,48.959918,-118.923132,90930
491,48.306619,-117.092227,86336
492,48.535559,-120.6273,75112
493,48.596848,-120.173244,68206
494,48.081461,-120.062136,61686
495,48.745827,-119.982228,77562
496,48.495628,-120.69674,66420
497,48.790547,-121.183763,61271
498,47.852745,-117.09575,52715
499,46.287159,-118.49681,89008
500,46.153278,-117.441621,58145
501,46.440136,-123.376789,86588
502,48.293129,-121.116207,61362
503,46.555646,-119.568853,98815
504,46.58832,-119.747103,54879
505,48.742873,-118.459431,82593
506,48.981858,-117.582445,59097
507,46.811613,-122.765427,99779
508,46.835051,-122.432918,78192
509,47.430979,-123.080322,88501
510,48.778434,-118.021987,78292
511,46.067546,-122.355076,93763
512,46.828406,-121.09517,53372
513,47.871575,-124.180031,58870
514,46.730013,-123.382221,87476
515,47.590774,-118.580387,59817
516,47.428844,-118.565205,68411
517,46.855429,-117.621468,50616
518,48.212463,-119.006114,54666
519,48.563364,-119.282592,81855
520,47.865344,-123.598733,93537
521,47.063625,-119.215895,87317
522,46.522216,-119.455304,64103
523,47.931268,-119.819806,84383
524,47.855256,-118.94397,78732
525,46.141589,-122.527502,87560
526,47.818331,-122.154538,72699
527,47.815742,-121.784969,74055
528,45.716056,-121.247729,90232
529,48.998681,-118.201652,92439
530,48.05599,-124.735745,50831
531,46.239042,-117.831896,76863
532,46.597271,-118.083219,75710
533,47.399608,-117.641653,77976
534,48.886315,-118.027176,65955
535,46.443016,-122.57354,74605
536,47.423484,-122.787608,86966
537,48.836946,-120.720591,67036
538,47.821644,-121.724351,85983
539,46.739221,-120.878189,57075
540,47.131218,-117.086439,59913
541,46.291159,-120.433535,86821
542,46.758843,-118.097739,95517
543,47.277931,-122.215177,55056
544,46.853168,-118.630556,87589
545,46.872685,-118.283363,99898
546,47.569788,-122.291475,78370
547,46.532035,-123.129176,88343
548,47.645582,-122.120687,90056
549,47.797138,-122.680058,93942
550,46.926428,-122.497132,92147
551,48.245806,-117.583686,79266
552,46.485089,-124.0031,50760
553,47.066638,-117.60582,95965
554,47.810773,-119.112893,92513
555,48.227833,-122.421209,58834
556,47.675208,-119.271204,67374
557,47.311261,-119.926617,64001
558,47.377384,-123.1469,75621
559,46.934691,-120.043693,52148
560,47.291974,-117.109274,94627
561,45.88248,-120.933295,61276
562,48.076599,-122.390077,60955
563,47.867544,-122.714915,81232
564,46.258176,-118.388661,76875
565,48.396999,-122.461025,61617
566,48.553415,-122.460924,64469
567,46.351184,-123.590131,97725
568,47.083652,-117.253394,77392
569,46.874404,-121.602584,62818
570,47.15218,-117.474527,90770
571,47.415894,-120.124493,63133
572,47.875134,-118.592414,86660
573,47.479601,-119.060796,59994
574,48.177234,-119.364813,56250
575,47.196436,-122.896393,50580
576,46.171704,-119.240716,76445
577,46.197688,-119.415521,52386
578,47.062634,-118.482818,66481
579,47.081566,-118.143708,91240
580,47.461082,-119.413035,64661
581,47.513444,-119.246828,92036
582,47.644499,-119.090012,81868
583,48.138734,-119.177746,64640
584,48.417292,-119.578597,88807
585,46.149763,-119.583874,69447
586,48.845441,-122.924649,50454
587,46.603303,-117.201974,76771
588,46.494732,-119.80571,91206
589,46.467092,-119.622963,50877
590,45.792264,-120.722237,65683
591,45.832226,-120.057166,51343
592,46.233853,-121.476381,61903
593,48.267495,-122.085228,89084
594,45.807759,-121.914399,52190
595,46.944145,-123.930259,50682
596,45.992098,-120.084078,56340
597,48.212853,-120.616041,74910
598,48.165486,-123.132574,50566
599,47.250763,-120.107454,74996
600,46.182926,-118.902076,98445
601,46.512403,-118.940733,64715
602,47.18249,-121.153717,98552
603,48.01402,-118.936598,88434
604,48.076529,-119.886227,98096
605,48.120481,-119.520588,77898
606,47.691653,-118.386946,78751
607,45.936204,-121.081763,97635
608,47.90242,-117.871869,58574
609,46.915275,-123.031141,54257
610,47.083996,-120.416358,85890
611,47.1021,-120.5989,58987
612,46.748855,-120.711297,81620
613,46.775874,-120.548505,99050
614,48.61133,-119.574572,71073
615,45.772022,-120.553063,86614
616,47.554762,-118.554318,98499
617,46.581302,-118.422816,87350
618,48.765543,-121.815966,66395
619,46.543306,-119.111267,51188
620,46.554348,-118.76604,51784
621,47.969868,-119.133676,66790
622,47.997789,-119.318176,80437
623,48.200506,-120.006504,71477
624,47.87376,-119.409554,72199
625,48.184528,-117.127592,58003
626,46.627793,-122.726429,61448
627,45.890183,-121.907419,89762
628,46.093627,-121.54673,54350
629,48.650055,-122.09727,80519
630,48.905188,-121.359478,81410
631,47.695959,-124.210112,88060
632,48.149784,-124.700359,91030
633,46.861331,-119.959463,92860
634,46.763283,-119.428104,55747
635,46.332979,-117.473704,90908
636,47.861514,-122.447815,79437
637,48.078285,-119.589562,68092
638,47.464121,-121.298592,99233
639,48.094734,-123.038377,80890
640,48.575917,-121.477256,65573
641,47.000799,-122.97225,81775
642,46.984875,-122.783398,97272
643,46.643218,-123.242119,87685
644,46.635037,-123.167141,87259
645,48.190201,-117.480615,97643
646,47.7953,-117.281842,81559
647,47.571477,-122.011453,52364
648,46.632915,-123.07009,78715
649,46.987581,-117.525717,50495
650,48.433393,-122.486949,58361
651,48.453461,-122.464404,51519
652,48.455601,-122.393495,76322
653,47.844901,-120.475237,88633
654,47.845446,-120.399285,86464
655,46.453746,-118.513974,77738
656,48.647586,-122.614857,52600
657,48.703045,-122.24625,71277
658,46.098671,-122.089492,87423
659,48.162668,-122.298943,68701
660,48.556084,-118.762183,98414
661,47.318087,-121.261606,73830
662,46.146674,-118.99448,60264
663,48.248236,-118.414866,56317
664,47.142614,-121.239364,69653
665,46.513755,-117.12944,86253
666,46.635836,-118.182279,59496
667,46.677405,-117.149387,73388
668,47.344028,-123.943647,55608
669,46.487315,-123.240932,91225
670,48.469856,-117.331147,58254
671,48.525555,-117.140884,63405
672,48.532644,-117.068941,77566
673,48.637207,-117.340873,93606
674,47.980948,-118.175344,64267
675,48.842334,-120.108483,77221
676,46.883983,-124.023334,89242
677,46.909601,-123.504556,95144
678,46.93518,-123.674965,77244
679,47.313116,-120.71225,85498
680,48.551646,-119.173647,58190
681,48.637669,-120.813292,66754
682,46.31971,-118.671535,79684
683,46.963651,-118.75301,96411
684,48.154404,-121.049784,63727
685,48.180022,-122.527323,56538
686,48.94556,-117.390584,69063
687,46.759932,-121.904735,65209
688,46.906813,-122.252008,73601
689,46.246774,-123.870858,50157
690,46.399237,-123.731207,71276
691,47.282595,-117.169295,92208
692,47.353269,-117.719623,88357
693,47.576614,-122.366127,55628
694,47.640121,-122.199447,54914
695,47.683864,-118.459796,51860
696,46.730751,-121.31907,68489
697,46.724908,-120.801747,80619
698,46.732757,-120.949685,68956
699,48.765477,-119.872713,73229
700,48.940572,-119.001115,79342
701,48.114561,-119.010091,77988
702,48.301307,-119.785682,96124
703,47.104852,-122.389162,68787
704,48.993172,-119.099677,57841
705,47.458482,-117.146298,51952
706,47.769004,-123.732771,93864
707,46.990026,-119.872894,58753
708,47.679464,-121.788617,76085
709,47.773638,-122.513775,68293
710,46.846869,-123.188692,96258
711,47.079908,-123.082521,54700
712,48.73955,-122.700919,61761
713,46.877674,-122.850549,63896
714,47.973245,-119.669384,78025
715,47.838882,-118.408387,56662
716,46.527813,-118.592193,55529
717,47.873846,-120.504291,88354
718,47.901023,-120.435578,57847
719,47.401663,-120.385787,77944
720,48.818907,-118.492627,82977
721,48.830189,-118.221185,66819
722,48.517312,-118.25789,70192
723,47.481381,-123.577318,98147
724,47.398132,-123.757266,72146
725,47.448326,-123.320915,51138
726,48.640735,-119.995344,72610
727,48.587731,-119.815307,90334
728,48.461806,-120.401679,72308
729,48.661101,-120.701536,79962
730,46.732735,-122.288162,74372
731,46.398293,-122.083363,70150
732,48.489585,-118.99943,60999
733,48.593769,-119.959613,92003
734,47.692648,-120.221261,75762
735,47.871931,-120.649582,52832
736,46.093578,-121.931734,92895
737,48.661538,-120.728105,59251
738,47.869583,-120.554193,87051
739,47.792756,-120.594727,97704
740,47.901407,-122.954988,98786
741,48.760172,-118.374026,88022
742,46.164354,-121.966757,54268
743,46.016744,-121.907411,67872
744,47.441465,-121.081257,52026
745,48.210782,-117.064099,96263
746,48.423079,-121.368883,82633
747,47.091081,-120.945804,95921
748,48.936172,-117.288195,59445
749,47.865248,-121.604934,66081
750,48.206923,-121.452469,58248
751,48.185452,-121.490599,75008
752,48.090029,-121.827556,92838
753,48.945007,-117.991035,86377
754,47.118837,-121.344645,89172
755,48.743749,-117.333914,92000
756,48.522877,-117.367398,83100
757,46.983194,-121.931071,58876
758,46.951625,-121.962883,93646
759,47.0997,-121.551348,88753
760,47.338434,-120.933019,71185
761,48.978152,-118.137932,86142
762,46.167184,-122.252986,56157
763,46.511087,-122.891635,91589
764,45.874162,-122.746683,53540
765,46.836056,-120.301933,65785
766,47.731169,-119.02261,78285
767,48.861347,-117.214594,52030
768,47.303276,-117.573927,69910
769,47.382658,-124.103768,53427
770,46.960095,-122.191173,57401
771,48.659113,-117.166099,73817
772,47.31786,-124.299131,50724
773,47.160278,-124.255361,50729
774,46.001369,-122.413807,90441
775,46.54903,-117.299672,78406
776,46.59928,-118.877212,64765
777,47.988292,-124.102919,84373
778,46.370076,-119.88556,85329
779,46.727698,-122.223721,53624
780,47.165837,-118.083153,88672
781,48.522352,-120.075826,77674
782,46.014471,-120.195357,54860
783,48.444755,-121.119695,74518
784,48.25832,-123.079726,50555
785,47.735468,-119.574218,88486
786,47.670279,-120.096297,76135
787,48.057607,-119.084924,72997
788,48.113817,-123.520449,87753
789,48.701011,-122.085784,52751
790,47.015893,-122.115399,78720
791,47.154945,-118.420568,98014
792,47.16276,-119.690298,92123
793,46.671775,-120.286776,77692
794,46.565716,-120.093675,68555
795,48.678786,-120.440782,50709
796,47.182415,-117.718667,52853
797,46.124805,-119.334966,76267
798,48.460861,-118.236283,60027
799,46.832296,-122.942804,92266
800,46.28988,-121.75635,95582
801,48.489444,-120.735229,85562
802,48.671771,-120.063189,66941
803,47.492352,-118.111821,98307
804,48.945122,-121.193306,97904
805,48.04305,-117.124524,81804
806,48.19019,-123.786668,50629
807,48.641853,-122.435301,96969
808,48.956522,-123.053702,50445
809,47.129876,-121.571326,58622
810,47.499216,-118.785223,87322
811,47.322041,-121.804118,87096
812,46.689281,-122.010566,79110
813,46.729476,-122.861741,81845
814,48.50486,-121.086021,86938
815,46.460652,-122.531677,64687
816,46.443003,-122.105797,93439
817,47.117562,-120.658504,52838
818,46.581492,-120.41072,52599
819,48.345435,-118.42088,79291
820,47.459163,-118.81707,64377
821,48.038234,-118.675816,96433
822,47.321848,-120.792705,99186
823,47.360091,-120.863816,76220
824,47.770648,-120.442463,76460
825,48.291851,-119.275937,79027
826,48.317048,-119.446364,87679
827,47.129186,-117.891901,50510
828,47.132491,-117.168046,69438
829,47.257703,-117.870092,66370
830,46.443185,-120.038177,54087
831,47.833338,-118.614261,74398
832,47.862802,-118.467541,94430
833,47.696897,-118.101276,91044
834,48.813172,-119.158471,80641
835,48.877275,-120.647872,77220
836,48.867394,-119.731965,55200
837,48.71247,-117.136406,59933
838,48.880927,-117.17377,85148
839,48.913815,-117.319527,50282
840,46.213057,-121.049282,90954
841,46.240775,-121.205611,60221
842,47.763626,-117.935279,59883
843,46.374896,-118.425551,63443
844,46.413593,-118.472284,78864
845,47.164793,-123.334343,94144
846,48.770952,-119.714577,52448
847,48.340385,-119.087054,56235
848,48.521695,-119.361477,50268
849,48.496548,-119.120012,95480
850,48.417202,-119.652223,56451
851,47.060136,-117.678099,52358
852,47.898631,-120.626688,95646
853,47.894464,-118.678386,85746
854,47.884551,-118.308445,52877
855,47.121567,-123.290449,96974
856,47.508393,-121.288343,66951
857,47.55646,-121.083509,61465
858,47.807006,-119.722424,84120
859,46.648544,-123.597063,64672
860,48.76028,-119.346668,91032
861,48.808911,-119.503906,94221
862,48.875845,-120.426783,62043
863,47.205754,-122.990444,63708
864,46.085344,-118.43508,61221
865,46.18369,-118.960348,96890
866,46.207104,-118.620081,50098
867,48.470264,-119.835864,98492
868,48.683052,-120.731012,76061
869,48.658668,-122.96053,94012
870,48.313076,-121.934861,78342
