,LAT,LON,PLOT
1634,46.395478,-118.0258,59642
1635,46.917316,-118.122453,95505
1636,48.261949,-123.8766,50630
1637,48.286648,-124.070147,50666
1638,48.995815,-122.95546,50439
1639,46.449444,-120.49759,80354
1640,46.62294,-117.382637,57491
1641,48.150853,-123.493835,50605
1642,46.663882,-117.418775,68179
1643,46.730516,-117.920868,73066
1644,47.24374,-118.156085,69194
1645,47.208731,-117.970058,56893
1646,47.331959,-119.572726,53221
1647,46.269174,-117.178776,90104
1648,47.141125,-119.368335,86574
1649,47.188318,-119.203859,51258
1650,47.280172,-119.74505,60079
1651,47.37985,-122.948058,92571
1652,47.351576,-119.223667,52010
1653,46.680279,-119.473812,90999
1654,47.456847,-120.321194,99157
1655,47.122395,-119.711172,81155
1656,48.461506,-121.955248,99706
1657,48.433029,-121.51821,89457
1658,48.455792,-121.708517,68207
1659,46.314602,-121.903404,97529
1660,47.516134,-121.461073,98256
1661,47.74312,-121.535319,93144
1662,47.518807,-121.549565,56824
1663,47.406345,-120.965373,59383
1664,47.328518,-120.7212,62560
1665,48.793644,-118.383381,73606
1666,47.233557,-120.572776,70328
1667,46.288784,-121.832191,93257
1668,47.386175,-121.108216,57510
1669,47.067846,-121.346064,79058
1670,46.60525,-121.287268,93700
1671,46.99327,-121.054984,76871
1672,46.658546,-121.491523,62992
1673,46.490543,-121.857592,78321
1674,48.591621,-119.701165,75389
1675,48.937491,-117.251006,77882
1676,48.899003,-117.105851,81831
1677,47.045075,-121.299665,90279
1678,48.260747,-120.26861,92734
1679,48.601941,-117.467712,53716
1680,47.3398,-121.300116,71462
1681,48.375606,-117.453346,66962
1682,47.458373,-120.606307,58081
1683,47.405011,-120.464309,75840
1684,47.311365,-120.746793,53702
1685,48.529013,-118.69931,59120
1686,48.866193,-118.375268,72529
1687,48.671598,-118.543818,73150
1688,47.631449,-122.997733,97659
1689,48.480835,-121.924408,97552
1690,46.094959,-121.579047,86454
1691,46.238461,-121.65767,79584
1692,46.290558,-121.571123,97011
1693,47.581304,-120.339879,93944
1694,47.706577,-120.85476,60423
1695,47.699017,-120.704012,61096
1696,48.630784,-117.610821,75924
1697,48.064703,-124.183677,52548
1698,48.088567,-124.368685,50177
1699,47.919553,-124.476639,91717
1700,48.03197,-118.076207,52035
1701,47.001216,-124.222951,50737
1702,48.089943,-119.255917,97742
1703,48.368354,-119.145887,97902
1704,46.662482,-118.361447,61186
1705,48.791317,-118.606818,77000
1706,46.973644,-123.328761,52220
1707,45.695303,-121.017337,55010
1708,46.237499,-118.726104,83213
1709,46.402037,-120.071384,88198
1710,47.149228,-117.550416,92409
1711,46.077381,-120.017194,85407
1712,46.164172,-120.553726,54103
1713,46.539516,-120.801852,78886
1714,46.394504,-119.559077,64348
1715,47.08052,-118.937887,75401
1716,47.446571,-118.279373,66016
1717,48.167573,-121.997941,74418
1718,47.07776,-121.946422,51153
1719,48.299284,-118.572586,63761
1720,48.62981,-118.625487,80551
1721,47.644841,-122.592895,78436
1722,46.809645,-118.731626,62825
1723,46.19573,-122.671518,91827
1724,46.101736,-119.685881,84539
1725,46.48826,-118.683282,79812
1726,46.568796,-122.198729,62266
1727,47.520471,-121.860677,64580
1728,47.687666,-119.735274,66008
1729,47.76205,-121.64794,54849
1730,46.862029,-122.596198,66324
1731,48.520105,-119.500717,72417
1732,46.230167,-117.271317,94937
1733,48.080954,-121.247756,84540
1734,48.315145,-120.737467,60304
1735,46.707736,-117.320569,94528
1736,46.856048,-120.697809,63098
1737,48.317567,-124.186562,50669
1738,46.654975,-121.138195,92943
1739,47.662368,-124.558073,50846
1740,47.207224,-122.111032,83677
1741,48.606992,-122.802304,61711
1742,47.379466,-122.345434,50396
1743,47.914215,-118.370357,76866
1744,47.027588,-117.70487,63697
1745,47.196524,-117.368205,53105
1746,47.507971,-117.429597,78289
1747,47.744923,-117.638622,71726
1748,46.943314,-118.565422,52453
1749,47.639053,-118.485128,81588
1750,47.619125,-117.943081,94105
1751,47.079019,-123.176957,92370
1752,47.555985,-117.062695,53752
1753,46.126946,-118.476587,60505
1754,47.01041,-122.472532,64498
1755,46.182482,-120.741837,75138
1756,47.264914,-118.617421,91171
1757,48.515641,-119.853244,89209
1758,46.436839,-123.009758,87475
1759,46.433148,-122.507858,61635
1760,45.888309,-121.017346,63070
1761,47.854898,-120.987655,98961
1762,47.997726,-119.394701,51184
1763,47.620955,-119.512872,68463
1764,47.652117,-119.695952,53732
1765,48.92261,-120.272068,96197
1766,48.384482,-120.379343,84310
1767,48.014072,-121.349043,91283
1768,48.16196,-121.565759,56124
1769,47.75088,-120.765868,96191
1770,48.587231,-117.690539,72620
1771,48.730979,-117.669868,88397
1772,48.192656,-120.673283,75894
1773,46.15048,-122.255392,86316
1774,47.182568,-123.519868,66074
1775,48.616315,-119.847177,50478
1776,48.053908,-121.200576,86164
1777,46.085177,-117.90413,74312
1778,47.661498,-121.285568,59412
1779,47.024987,-121.736916,67833
1780,48.531446,-120.358701,73152
1781,47.024133,-121.160818,71077
1782,46.134849,-117.402045,51678
1783,48.384586,-117.490918,52230
1784,46.14638,-122.037816,93367
1785,45.99426,-121.688781,67849
1786,47.811566,-121.352603,68292
1787,48.981414,-118.28563,81899
1788,47.477234,-123.693076,90637
1789,47.817936,-123.103579,59900
1790,48.223665,-117.437684,80666
1791,46.257799,-121.909222,89487
1792,47.583054,-120.78313,81639
1793,46.114581,-121.794667,61662
1794,48.649667,-117.493842,58393
1795,48.659888,-117.681603,71241
1796,46.725696,-121.495044,83940
1797,46.188542,-117.50434,81626
1798,47.379234,-120.794931,85544
1799,48.716144,-120.908791,91964
1800,47.8438,-120.285824,53502
1801,47.966883,-123.146715,94917
1802,46.655245,-121.455898,91527
1803,46.368545,-122.034844,58164
1804,48.789324,-119.191607,83949
1805,48.635234,-118.167158,51143
1806,48.520677,-120.032651,64615
1807,48.997982,-118.645243,70673
1808,48.874661,-121.840274,67891
1809,47.899031,-123.033832,68887
1810,48.55483,-121.441986,71814
1811,48.076606,-120.795189,54635
1812,47.845352,-122.962208,81853
1813,48.027296,-121.267039,68094
1814,48.680252,-121.730043,68044
1815,45.773314,-121.795787,91631
1816,48.621662,-119.215787,57121
1817,48.659196,-120.504204,83689
1818,48.569857,-119.952949,60622
1819,48.641322,-118.423304,66796
1820,48.964631,-118.362169,93223
1821,46.138888,-117.443139,95386
1822,48.306454,-121.408297,96732
1823,48.105208,-120.092789,99654
1824,48.5505,-119.211424,85029
1825,48.517375,-119.963035,74297
1826,48.659613,-120.62268,73132
1827,48.620203,-120.029306,88487
1828,48.698671,-120.202368,84125
1829,47.9969,-120.499474,78182
1830,47.96242,-120.137084,72374
1831,47.604334,-120.821535,64877
1832,47.860299,-120.261704,52175
1833,48.959623,-118.962842,81287
1834,48.790037,-117.216553,51207
1835,48.764379,-117.332087,65875
1836,48.919836,-117.387863,88400
1837,48.784847,-117.188346,60257
1838,47.390567,-120.975906,71858
1839,48.40352,-117.377249,62527
1840,48.622944,-121.581809,97129
1841,48.62731,-121.620093,65533
1842,48.386298,-121.811512,54479
1843,48.018766,-120.396829,79496
1844,48.54735,-119.074509,66876
1845,48.858395,-117.182816,93769
1846,48.567651,-119.148717,62131
1847,48.548985,-121.298833,92861
1848,48.333499,-121.812466,80880
1849,47.447144,-123.801793,68194
1850,48.011563,-120.352816,55849
1851,47.690532,-121.24431,90324
1852,47.091338,-120.904843,91242
1853,47.447002,-123.507428,94405
1854,47.39975,-123.794101,67370
1855,47.649607,-123.03427,77407
1856,47.603612,-123.799911,89559
1857,47.727194,-122.921976,95488
1858,47.747515,-122.99295,68844
1859,48.000924,-121.235456,88964
1860,48.922506,-118.075218,54970
1861,48.635863,-117.64349,65798
1862,48.971405,-118.025824,81657
1863,48.357344,-117.637373,55851
1864,48.327945,-121.709605,55546
1865,46.344929,-122.182499,80245
1866,48.383649,-120.332458,57642
1867,48.651859,-120.284169,68248
1868,48.185571,-120.198819,88659
1869,46.264044,-122.033145,95664
1870,48.256433,-121.555221,58632
1871,48.184115,-121.445877,69913
1872,48.115968,-121.750497,68012
1873,47.395802,-120.520034,92223
1874,48.720684,-120.242837,65923
1875,48.771122,-120.161059,54685
1876,48.384246,-120.419455,87782
1877,47.885636,-121.355389,78870
1878,47.887051,-121.312764,87705
1879,47.740288,-121.243624,86293
1880,47.306505,-120.533246,82971
1881,47.393739,-121.254899,53114
1882,48.907876,-117.242918,62092
1883,47.422289,-123.639028,87406
1884,47.456547,-123.548923,71032
1885,47.569231,-123.945053,59525
1886,47.241643,-121.33516,93543
1887,48.256056,-121.447676,63694
1888,48.900739,-118.033082,94580
1889,48.948058,-121.798258,61595
1890,46.631332,-121.208286,96331
1891,46.947167,-121.163624,84228
1892,46.215503,-121.899948,69932
1893,48.790806,-120.06045,81109
1894,48.856669,-119.010789,77020
1895,48.280416,-119.979633,74648
1896,48.549072,-120.070769,98507
1897,48.665171,-118.947607,95542
1898,48.426111,-117.443892,67193
1899,46.368123,-121.853095,91456
1900,46.190765,-122.217139,97343
1901,48.893464,-122.811825,50448
1902,48.837522,-122.987199,50458
1903,48.221461,-123.025175,50561
1904,48.158276,-123.190813,50570
1905,48.187505,-123.386562,50601
1906,48.399349,-124.526731,50708
1907,47.90094,-122.418689,79752
1908,48.379461,-124.34124,80447
1909,47.128934,-124.221404,50730
1910,46.965477,-124.201492,50738
1911,48.086642,-122.639736,50499
1912,48.551263,-122.555426,50352
1913,45.660278,-122.492803,64119
1914,46.835546,-123.814515,91938
1915,45.873771,-121.485727,64094
1916,47.184601,-119.276693,96603
1917,47.302156,-119.988386,90448
1918,47.326129,-119.646672,83569
1919,45.729468,-121.493114,58998
1920,45.727002,-120.966042,55397
1921,47.598544,-124.11087,57215
1922,47.092497,-120.142806,76106
1923,47.239143,-121.036583,78918
1924,47.23177,-120.508016,73012
1925,47.257184,-120.726544,90443
1926,47.008288,-119.593987,84338
1927,46.992466,-119.068553,67367
1928,46.63427,-122.311218,53913
1929,46.907732,-120.453212,92686
1930,46.930691,-120.113293,97206
1931,46.963713,-120.296488,95056
1932,47.050016,-120.836959,73423
1933,47.08155,-120.513519,79024
1934,46.218828,-119.14185,83035
1935,46.065112,-121.549418,55466
1936,46.150281,-122.142331,66648
1937,46.191037,-121.898918,67957
1938,46.775495,-120.612722,67240
1939,47.112639,-119.062307,73110
1940,48.678474,-117.465796,87273
1941,48.643372,-117.27635,56013
1942,48.485045,-117.288906,79510
1943,48.503015,-117.440346,58658
1944,47.117301,-118.172215,66069
1945,47.154741,-118.361919,65285
1946,48.467082,-122.867389,53808
1947,48.631352,-122.919184,70592
1948,48.859679,-119.488503,70668
1949,48.863235,-119.639363,58819
1950,48.854748,-119.121657,75746
1951,46.591164,-122.1304,62029
1952,47.963732,-120.432899,54892
1953,45.898053,-120.262064,69522
1954,48.800919,-118.186333,82246
1955,47.822346,-123.961547,60214
1956,46.936953,-122.672152,70068
1957,46.435714,-121.151446,78868
1958,46.529886,-121.398302,65857
1959,47.853473,-118.017533,58986
1960,47.896638,-117.721808,94046
1961,46.689195,-123.167072,94874
1962,46.732601,-122.792587,94942
1963,46.704393,-121.069857,71038
1964,48.685493,-117.800633,53999
1965,46.392998,-123.27437,68155
1966,48.292443,-121.709636,61654
1967,47.59939,-117.506806,57258
1968,48.006247,-118.44273,78520
1969,47.59747,-117.136539,94817
1970,48.675659,-118.160104,85079
1971,48.830055,-118.694306,92033
1972,47.910233,-122.385539,69727
1973,47.03496,-122.879438,56132
1974,46.250679,-123.22848,76622
1975,47.528855,-123.529233,73179
1976,46.029872,-120.947588,57169
1977,48.610483,-117.246033,63556
1978,48.723133,-117.450883,86476
1979,46.987388,-121.986561,84698
1980,48.885457,-117.645203,93506
1981,46.686432,-123.667024,82916
1982,46.633593,-123.526168,58429
1983,47.117636,-120.227522,82686
1984,47.228077,-120.811266,79667
1985,47.794073,-117.136986,65959
1986,48.811723,-118.33923,61313
1987,48.771319,-122.346826,54897
1988,48.754212,-122.17973,64981
1989,48.048348,-120.762752,68038
1990,48.090915,-120.239314,55897
1991,46.111259,-118.025521,82459
1992,48.761311,-117.226906,63416
1993,48.015316,-123.304676,83503
1994,48.015223,-123.078792,80009
1995,48.014887,-124.549282,68998
1996,47.947254,-117.499015,60179
1997,46.344395,-121.68182,76766
1998,46.297855,-123.807499,98189
1999,48.092306,-120.395917,58078
2000,48.396092,-120.825547,74535
2001,48.553295,-123.034071,65897
2002,46.249334,-122.711232,94462
2003,46.242624,-122.291496,77034
2004,46.091039,-121.870242,90996
2005,48.659273,-120.550871,85755
2006,46.646844,-121.074372,84838
2007,47.323159,-121.333975,91404
2008,48.742492,-118.416126,99222
2009,48.689739,-120.840228,93147
2010,46.63881,-121.924217,71716
2011,46.553123,-121.252296,61337
2012,47.423423,-123.79551,55407
2013,46.222996,-117.606303,75136
2014,48.64593,-118.459875,61586
2015,48.926968,-118.257496,98894
2016,48.383192,-121.599931,66197
2017,47.527977,-123.970559,98506
2018,45.991132,-121.73108,98656
2019,46.190524,-117.568447,76831
2020,48.944266,-118.667273,54032
2021,47.035265,-120.905441,98108
2022,46.219918,-122.254156,83371
2023,47.920891,-122.993206,98546
2024,46.00881,-117.972651,61535
2025,47.328752,-120.42359,90409
2026,46.200995,-117.715382,52396
2027,46.22951,-117.777908,63436
2028,48.778327,-118.225337,64385
2029,47.946651,-122.954638,58922
2030,48.675082,-120.104003,72120
2031,46.797301,-121.09259,77279
2032,46.438007,-121.924472,98874
2033,48.009106,-124.173282,99270
2034,47.993393,-123.210881,87217
2035,47.963745,-124.103049,76829
2036,47.986943,-124.130176,66780
2037,47.774496,-120.549196,69704
2038,47.86816,-120.440943,84584
2039,47.640358,-120.372768,72373
2040,47.692068,-121.356735,85048
2041,48.75776,-120.720027,75231
2042,48.73387,-121.775014,97541
2043,45.825874,-121.944992,57118
2044,47.92089,-123.078393,56023
2045,46.272777,-122.073774,57717
2046,46.164853,-121.831171,64365
2047,46.369383,-121.826997,84724
2048,45.815483,-121.681837,58120
2049,48.227033,-121.448927,91309
2050,48.066832,-121.670706,72025
2051,48.13511,-121.752671,76311
2052,48.079276,-121.41941,66269
2053,45.942739,-122.051671,69795
2054,46.116937,-121.507373,83986
2055,47.822411,-120.665307,52232
2056,47.626096,-120.447064,89130
2057,47.897112,-120.872919,62890
2058,48.512099,-118.852749,58729
2059,48.563928,-118.397409,60001
2060,47.382079,-123.259937,93238
2061,46.948044,-121.064728,53418
2062,47.390001,-121.010955,88607
2063,47.362707,-121.189426,99271
2064,47.144479,-121.113957,72777
2065,47.340717,-121.256651,79762
2066,48.628632,-120.171541,83737
2067,48.860983,-119.05087,77378
2068,48.283505,-120.347366,88155
2069,46.193971,-121.723326,77127
2070,46.364459,-121.934439,73743
2071,46.287097,-121.938513,67554
2072,46.23927,-122.005524,55862
2073,48.407133,-121.443075,80653
2074,48.740084,-120.762193,60789
2075,48.893252,-121.649065,70285
2076,48.731294,-121.736205,97496
2077,48.895645,-121.808088,98443
2078,46.5982,-121.147721,69660
2079,46.95254,-121.314656,52653
2080,46.747699,-121.071449,80612
2081,46.992563,-121.19946,52003
2082,46.559319,-121.280534,74305
2083,46.953095,-121.138947,68558
2084,48.288014,-117.130351,84803
2085,48.475957,-117.451696,68890
2086,46.554148,-121.219659,87394
2087,48.523062,-121.213771,73153
2088,46.419708,-121.96366,55949
2089,47.808978,-121.466403,69158
2090,48.229376,-121.409731,72644
2091,47.944392,-120.366266,78012
2092,47.786383,-121.605752,66035
2093,47.806656,-121.323704,96283
2094,48.994288,-117.469027,53693
2095,47.872163,-122.086492,69922
2096,48.841977,-117.069863,81046
2097,46.364128,-117.83484,72771
2098,46.75604,-119.632156,72352
2099,48.458524,-117.556117,58792
2100,46.380659,-119.753607,70454
2101,46.39216,-124.121578,50765
2102,46.019661,-122.469605,56736
2103,48.097561,-120.766553,57172
2104,48.113707,-118.7072,97271
2105,47.417901,-121.511668,87985
2106,46.383012,-121.751491,54098
2107,47.521068,-122.080371,71263
2108,47.978719,-120.895137,57677
2109,48.75587,-121.41514,52723
2110,47.115335,-118.98635,92226
2111,46.902865,-123.877899,77816
2112,46.963548,-118.954313,78495
2113,48.994401,-122.546803,83045
2114,47.812587,-118.016832,50884
2115,48.939761,-117.952148,64607
2116,46.888205,-122.496125,53383
2117,47.075755,-121.58642,52637
2118,47.233273,-121.649442,96916
2119,47.99283,-117.143231,75791
2120,46.608768,-118.73413,78998
2121,47.762126,-121.067759,81981
2122,45.724094,-121.036956,53112
2123,47.374494,-123.466871,58964
2124,48.326641,-119.978063,84300
2125,45.678606,-122.755953,98939
2126,45.861105,-120.895904,98319
2127,47.156424,-118.282717,51652
2128,48.176809,-120.235374,81342
2129,48.445869,-118.262676,93678
2130,48.241197,-118.017871,74404
2131,48.245284,-117.652715,85598
2132,48.551746,-120.937597,62782
2133,48.601103,-122.393544,76823
2134,46.011807,-119.800008,83425
2135,46.006988,-119.285634,99744
2136,46.031512,-119.46425,74438
2137,47.516259,-118.437022,82044
2138,48.377187,-117.82316,87103
2139,46.41964,-120.39116,54360
2140,47.999088,-120.990013,55007
2141,48.446977,-122.356247,99985
2142,46.106533,-117.233538,50741
2143,46.133821,-117.057012,77970
2144,47.759575,-119.881023,66869
2145,46.300247,-122.645092,55840
2146,46.349181,-122.295027,78070
2147,46.684733,-121.681146,98114
2148,47.628959,-124.332073,65297
2149,47.387877,-118.594639,70488
2150,46.540287,-121.608548,80502
2151,45.747758,-120.650021,54650
2152,45.796284,-120.818877,95494
2153,45.776261,-120.28616,85635
2154,45.860306,-121.327695,68589
2155,48.051144,-120.6885,87112
2156,47.705405,-120.918182,68214
2157,47.737488,-121.468344,83675
2158,47.006207,-120.265347,96757
2159,47.995736,-122.762347,72466
2160,46.140849,-118.930572,66726
2161,46.225249,-118.933018,56214
2162,47.646598,-118.419719,88508
2163,46.642843,-122.640271,86974
2164,48.402687,-121.190102,71915
2165,46.849193,-117.098994,57168
2166,47.831531,-120.028517,71584
2167,46.246156,-122.417509,75381
2168,47.333269,-118.022696,70643
2169,47.525228,-121.787589,72704
2170,47.139517,-117.828588,96347
2171,47.167376,-117.134159,89869
2172,46.648923,-120.561087,51738
2173,46.175588,-120.487934,58091
2174,47.423187,-121.026844,51266
2175,47.564023,-119.823002,94632
2176,47.72886,-119.851341,86877
2177,47.742982,-117.878101,85180
2178,47.851299,-119.709871,58206
2179,48.23169,-123.360553,50596
2180,48.164413,-119.196551,56195
2181,47.509063,-119.990383,93306
2182,47.714457,-119.314687,70969
2183,46.396016,-117.258481,98632
2184,48.507659,-122.504115,50355
2185,48.258224,-123.010217,50559
2186,46.285625,-121.716581,76704
2187,47.497696,-117.511046,96716
2188,46.811391,-118.656157,92438
2189,48.204795,-117.811394,63138
2190,48.160139,-117.777084,54177
2191,46.075469,-121.867091,60328
2192,48.292085,-117.94435,71787
2193,48.301333,-118.147709,77158
2194,46.343403,-121.974053,62937
2195,48.605074,-121.870052,54773
2196,47.426515,-122.300681,58264
2197,46.679172,-119.547495,77212
2198,46.722453,-117.979535,69422
2199,46.743428,-117.639657,75094
2200,45.756674,-122.711457,86780
2201,45.800452,-122.556955,95326
2202,45.900876,-122.705605,78915
2203,48.130347,-123.569281,50332
2204,46.092545,-122.42508,66299
2205,46.203309,-123.16158,84087
2206,46.981899,-119.946183,67703
2207,47.917492,-123.885748,57526
2208,47.962709,-123.508361,98949
2209,47.98471,-123.687627,76856
2210,47.507702,-120.929029,87883
2211,47.564404,-120.58247,75207
2212,47.573336,-120.73523,78650
2213,46.495882,-119.868068,65795
2214,46.487702,-119.34065,63398
2215,46.62904,-119.723601,66809
2216,46.780904,-117.542993,59818
2217,46.786366,-117.471708,93391
2218,48.953006,-121.542383,88493
2219,48.990639,-121.198782,91865
2220,46.478055,-117.094996,59242
2221,48.631671,-122.041082,70873
2222,46.219985,-121.559086,66317
2223,46.295197,-122.111246,56598
2224,46.734892,-123.085341,86064
2225,46.754082,-122.544578,82866
2226,47.364199,-118.941421,87680
2227,46.588034,-122.498587,82903
2228,48.83825,-117.868368,64891
2229,48.877071,-118.100171,92570
2230,48.87281,-117.513442,65986
2231,48.884385,-117.719157,62169
2232,46.776634,-122.717295,94217
2233,46.250766,-123.300301,51806
2234,46.33416,-121.747277,54337
2235,48.454367,-122.014928,77051
2236,48.455064,-121.487082,78522
2237,46.17064,-119.829884,73674
2238,46.161656,-119.30486,96364
2239,46.275567,-117.268857,54883
2240,45.847455,-119.779112,83081
2241,45.97935,-119.620476,71314
2242,48.824967,-117.515534,89616
2243,48.85552,-117.141504,63494
2244,46.787113,-123.591793,89993
2245,47.501611,-117.723919,50593
2246,47.492198,-117.129324,79611
2247,48.968203,-119.865891,54438
2248,46.678937,-122.878122,68310
2249,48.099811,-120.836734,57242
2250,46.1805,-122.566673,60351
2251,47.799145,-117.88506,74009
2252,47.86032,-119.858666,82939
2253,46.707605,-121.959026,86921
2254,48.523984,-121.295371,86829
2255,48.521094,-119.997338,66911
2256,46.458703,-121.792164,69768
2257,46.759648,-122.315765,55380
2258,47.741765,-121.35932,70894
2259,47.290517,-121.439416,62941
2260,47.121197,-121.489776,92573
2261,46.657742,-121.359746,93542
2262,45.851769,-122.088439,85318
2263,48.779125,-118.188454,60365
2264,48.756136,-118.30115,93070
2265,48.906687,-118.824123,98997
2266,48.558105,-118.694889,52113
2267,46.198631,-117.611169,57726
2268,46.239459,-117.56595,97410
2269,47.503169,-123.53947,98729
2270,47.785659,-121.389229,60576
2271,48.134404,-121.381044,93573
2272,48.033025,-121.672468,90394
2273,48.252027,-121.306439,94471
2274,46.635313,-121.709899,71530
2275,46.565622,-121.748047,54884
2276,46.460229,-121.965146,52583
2277,47.718719,-120.413392,53177
2278,47.937842,-120.068316,73576
2279,47.475177,-123.645172,80970
2280,48.179531,-121.339147,55384
2281,48.992946,-118.066631,70372
2282,48.356651,-117.569026,76879
2283,48.893487,-117.991079,56790
2284,48.259236,-117.61181,75501
2285,48.657581,-117.715896,66034
2286,48.902964,-121.951118,74461
2287,48.731437,-121.958736,82038
2288,48.315982,-117.610054,69791
2289,48.610812,-120.696867,76662
2290,48.706402,-120.723268,60595
2291,46.583305,-121.783588,75316
2292,46.419082,-121.929613,93120
2293,47.869054,-120.369205,95645
2294,47.325763,-120.399745,59578
2295,48.071279,-120.49623,63298
2296,47.755288,-120.846486,84421
2297,48.009959,-120.142266,80702
2298,48.261279,-117.540659,93683
2299,48.926552,-121.842933,99109
2300,48.776483,-121.551167,54142
2301,48.704653,-121.656626,60364
2302,48.969861,-121.835973,63184
2303,47.651486,-123.005944,67745
2304,47.687765,-121.280542,82409
2305,48.958349,-118.851958,53451
2306,48.162655,-120.130756,63869
2307,48.545558,-120.028741,61345
2308,48.715477,-120.884037,86551
2309,48.768812,-119.163919,58430
2310,48.710788,-117.194992,75620
2311,48.014068,-123.950221,85742
2312,47.731902,-121.17963,84017
2313,47.026138,-121.697938,55886
2314,48.661357,-117.639944,64752
2315,46.723517,-121.132221,76182
2316,48.41573,-121.725635,74907
2317,48.619047,-118.324587,88425
2318,45.896672,-121.581273,67341
2319,46.471617,-118.895349,86134
2320,46.09326,-119.880175,69413
2321,45.949725,-120.459404,86585
2322,47.722241,-122.302262,67597
2323,45.811634,-121.579334,81951
2324,46.110003,-119.535683,65388
2325,46.054977,-119.71454,72807
2326,48.162863,-122.230986,56034
2327,48.970531,-122.349996,55604
2328,46.785849,-118.406581,50027
2329,46.176664,-117.651792,70811
2330,46.184882,-118.16913,72555
2331,46.337204,-120.450819,72090
2332,46.183164,-117.310071,72306
2333,48.408412,-120.873805,61659
2334,47.45033,-118.141469,78571
2335,47.443727,-119.022247,75616
2336,46.651761,-117.702096,73096
2337,48.225623,-123.834326,50631
2338,48.780348,-122.684479,50343
2339,46.491845,-120.533708,98204
2340,46.005526,-118.500038,73202
2341,46.305042,-120.7889,86933
2342,48.592662,-120.818287,76846
2343,48.203829,-123.645181,50633
2344,48.161511,-122.728309,50492
2345,46.971946,-120.617068,59966
2346,47.839257,-122.658639,50508
2347,48.026963,-119.502828,54345
2348,48.346656,-124.217718,50668
2349,47.501001,-122.419627,50392
2350,46.339867,-123.018408,89603
2351,47.750866,-120.093883,68125
2352,48.105538,-118.572526,55222
2353,48.331007,-120.371386,54656
2354,47.18326,-120.018066,75889
2355,46.608122,-119.399911,69291
2356,47.359466,-120.576872,63112
2357,47.322739,-120.364803,54320
2358,48.858896,-119.565797,54309
2359,48.855818,-119.198759,91656
2360,48.556295,-121.86378,61546
2361,48.413696,-119.297368,99590
2362,47.620797,-120.813781,58999
2363,48.812006,-118.259784,95108
2364,45.635584,-121.129031,73091
2365,48.526974,-121.689373,67364
2366,46.906162,-119.801496,60213
2367,46.946955,-119.10337,92482
2368,48.108044,-118.932391,97055
2369,48.180395,-120.385063,64289
2370,47.3079,-118.438508,76339
2371,47.334277,-118.091625,70392
2372,47.426966,-118.638814,67717
2373,48.544099,-121.233153,79338
2374,45.794152,-121.697637,62210
2375,45.875483,-122.222763,65729
2376,47.22416,-123.57052,98252
2377,48.057518,-118.567765,99897
2378,48.126166,-120.16412,83777
2379,46.696333,-119.943186,93948
2380,47.967742,-124.476138,51727
2381,47.970643,-124.616023,64241
2382,47.701186,-120.273585,53982
2383,45.89199,-119.75836,86662
2384,47.789853,-120.753448,93459
2385,45.877493,-122.162067,53753
2386,48.213766,-122.078686,83491
2387,47.844133,-117.357053,89942
2388,47.997242,-117.204655,82310
2389,47.806837,-117.544917,91852
2390,47.930345,-118.277309,91192
2391,48.003792,-118.079674,77651
2392,48.936339,-117.643803,75664
2393,48.506936,-121.943886,55481
2394,48.141889,-118.091339,68418
2395,45.896499,-121.835263,61178
2396,47.594704,-120.419031,70316
2397,48.066026,-122.077028,72763
2398,48.061838,-121.713408,82344
2399,48.153289,-122.27074,68625
2400,48.151595,-120.974648,64420
2401,46.145717,-121.673858,82945
2402,46.19524,-122.265506,65082
2403,46.235643,-119.460196,64442
2404,45.746891,-121.809196,52173
2405,48.021589,-121.852455,76900
2406,48.552234,-121.26702,78630
2407,48.774844,-117.656319,97921
2408,47.842139,-122.184556,87879
2409,47.919761,-122.020121,78574
2410,48.481849,-118.166026,63930
2411,48.43765,-117.64914,77707
2412,46.271575,-119.628855,68904
2413,48.347779,-117.073884,54723
2414,47.66154,-118.737487,94966
2415,47.763469,-120.364594,81970
2416,47.90374,-120.203377,90807
2417,47.826078,-118.756325,77465
2418,46.648828,-124.03448,50753
2419,47.362357,-118.338546,76705
2420,48.138167,-119.696752,79155
2421,48.259333,-122.60386,50363
2422,47.494061,-123.862823,82910
2423,46.906016,-120.395764,54386
2424,46.960664,-120.224397,50653
2425,47.14152,-119.89882,69243
2426,47.095398,-120.067852,84937
2427,46.792997,-119.676527,84908
2428,46.829135,-119.85155,67530
2429,46.8429,-119.513225,82063
2430,47.898961,-124.694774,50835
2431,45.749155,-122.61839,74062
2432,46.276796,-118.038913,89841
2433,48.921282,-120.197924,57158
2434,46.272269,-124.118252,80341
2435,46.823271,-121.762062,62655
2436,46.494186,-119.282793,63064
2437,47.793571,-119.46465,85352
2438,47.842527,-119.293981,85264
2439,47.74656,-122.319974,89080
2440,47.443619,-122.423253,50393
2441,47.9337,-122.535651,50374
2442,47.285833,-122.424877,50398
2443,48.647046,-123.239952,50541
2444,46.804723,-117.05483,53889
2445,46.903227,-117.587714,61840
2446,46.737384,-123.736162,67517
2447,46.915845,-117.267227,73194
2448,47.435679,-119.165157,63027
2449,48.897292,-121.02144,53621
2450,47.913282,-123.51133,85712
2451,47.204661,-119.667299,75133
2452,48.45644,-124.76563,80787
2453,48.282839,-123.253437,50558
2454,48.764457,-122.821331,50453
2455,47.336445,-120.033629,56842
