CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SMPLNNBR,VSTNBR,LAYER_TYPE,SAMPLER_TYPE,QASTATCD,SAMPLE_DATE,LAB_ID,SAMPLE_ID,FIELD_MOIST_SOIL_WT,AIR_DRY_SOIL_WT,OVEN_DRY_SOIL_WT,FIELD_MOIST_WATER_CONTENT_PCT,RESIDUAL_WATER_CONTENT_PCT,TOTAL_WATER_CONTENT_PCT,BULK_DENSITY,COARSE_FRACTION_PCT,C_ORG_PCT,C_INORG_PCT,C_TOTAL_PCT,N_TOTAL_PCT,PH_H2O,PH_CACL2,EXCHNG_NA,EXCHNG_K,EXCHNG_MG,EXCHNG_CA,EXCHNG_AL,ECEC,EXCHNG_MN,EXCHNG_FE,EXCHNG_NI,EXCHNG_CU,EXCHNG_ZN,EXCHNG_CD,EXCHNG_PB,EXCHNG_S,BRAY1_P,OLSEN_P,MEASYEAR,MODIFIED_DATE,CREATED_DATE
2503458010901,8624672010901,2006,53,47,65222,2,1,MIN_1,BD,1,2006-06-16 00:00:00,LOFSL,59,247.41,200.73,198.28,23.25,1.23,24.77,,38.922,1.99,0.281,2.271,0.109,6.1,5.59,9.22,109.3,112.7,2717.0,0.0,14.804,17.82,3.51,0.0,0.0,0.0,0.03,0.7,4.94,213.0,48.8,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503459010901,8624672010901,2006,53,47,65222,2,1,MIN_2,O,1,2006-06-16 00:00:00,LOFSL,55,498.96,445.95,441.66,11.88,0.97,12.97,,56.576,0.839,0.314,1.153,0.056,6.54,5.82,1.25,122.3,84.12,2158.0,4.26,11.825,9.86,1.65,0.0,0.0,0.0,-0.02,0.0,2.04,272.0,39.6,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503456010901,8624672010901,2006,53,47,65222,3,1,FF_TOTAL,SF,1,2006-06-16 00:00:00,LOFSL,201,893.82,333.53,310.99,167.98,7.24,187.4,,,39.012,,39.012,1.458,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503457010901,8624672010901,2006,53,47,65222,4,1,FF_TOTAL,SF,1,2006-06-16 00:00:00,LOFSL,202,994.97,371.15,348.61,168.07,6.46,185.4,,,33.484,,33.484,1.192,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503442010901,8630956010901,2006,53,53,52200,2,2,FF_TOTAL,SF,1,2006-09-04 00:00:00,LOFSL,510,896.12,801.55,734.53,11.79,9.12,21.99,,,29.193,,29.193,1.053,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503445010901,8630956010901,2006,53,53,52200,2,2,MIN_1,O,1,2006-09-04 00:00:00,LOFSL,149,716.83,691.6,668.52,3.64,3.45,7.22,,60.067,6.42,0.319,6.739,0.247,4.99,4.36,12.89,35.65,21.98,270.1,167.2,3.534,14.51,4.95,0.16,0.0,1.97,0.02,2.19,18.59,12.8,18.18,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503446010901,8630956010901,2006,53,53,52200,2,2,MIN_2,O,1,2006-09-04 00:00:00,LOFSL,140,674.81,650.31,637.8,3.76,1.96,5.8,,62.217,6.38,0.361,6.741,0.384,5.0,4.32,13.85,43.9,21.51,282.3,169.8,3.646,15.52,3.39,0.22,0.0,1.73,0.04,1.54,15.1,5.7,21.2,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503443010901,8630956010901,2006,53,53,52200,3,2,FF_TOTAL,SF,1,2006-09-04 00:00:00,LOFSL,511,658.93,606.62,585.81,8.62,3.55,12.48,,,22.033,,22.033,0.911,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503444010901,8630956010901,2006,53,53,52200,4,2,FF_TOTAL,SF,1,2006-09-04 00:00:00,LOFSL,512,149.14,136.04,125.24,9.62,8.61,19.07,,,43.296,,43.296,1.633,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503460010901,8633631010901,2006,53,57,80824,2,2,FF_TOTAL,SF,1,2006-09-01 00:00:00,LOFSL,507,1049.45,660.88,590.8,58.79,11.86,77.62,,,16.696,,16.696,1.085,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503463010901,8633631010901,2006,53,57,80824,2,2,MIN_1,BD,1,2006-09-01 00:00:00,LOFSL,148,208.88,161.14,159.1,29.62,1.28,31.28,,57.4,5.0,0.359,5.359,0.481,5.7,5.41,7.47,42.48,115.7,2765.0,-0.49,14.884,22.9,0.0,0.0,0.0,0.0,0.13,0.76,6.71,13.0,5.14,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503461010901,8633631010901,2006,53,57,80824,3,2,FF_TOTAL,SF,1,2006-09-01 00:00:00,LOFSL,508,1236.86,830.26,744.98,48.97,11.44,66.02,,,30.229,,30.229,1.281,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503462010901,8633631010901,2006,53,57,80824,4,2,FF_TOTAL,SF,1,2006-09-01 00:00:00,LOFSL,509,1527.63,890.21,815.68,71.6,9.13,87.28,,,33.722,,33.722,1.108,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503417010901,8636345010901,2006,53,59,54098,2,1,FF_TOTAL,SF,1,2006-07-06 00:00:00,LOFSL,264,366.07,165.76,155.9,120.84,6.31,134.79,,,39.086,,39.086,0.962,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503420010901,8636345010901,2006,53,59,54098,2,1,MIN_1,BD,1,2006-07-06 00:00:00,LOFSL,78,175.25,149.53,148.45,17.2,0.72,18.04,,13.725,0.748,0.275,1.023,0.03,5.41,4.4,13.17,0.0,45.67,181.7,30.68,1.68,12.95,3.85,0.0,0.0,0.0,-0.02,1.13,2.62,55.4,23.0,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503421010901,8636345010901,2006,53,59,54098,2,1,MIN_2,BD,1,2006-07-06 00:00:00,LOFSL,73,188.2,161.63,157.15,16.43,2.84,19.75,,11.558,1.63,0.312,1.942,0.048,5.19,4.92,1.93,35.81,7.78,61.99,23.56,0.735,8.1,0.49,0.04,0.0,0.0,0.02,0.0,7.14,41.9,3.3,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503418010901,8636345010901,2006,53,59,54098,3,1,FF_TOTAL,SF,1,2006-07-06 00:00:00,LOFSL,265,226.79,206.05,196.85,10.06,4.66,15.2,,,29.141,,29.141,0.733,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503419010901,8636345010901,2006,53,59,54098,4,1,FF_TOTAL,SF,1,2006-07-06 00:00:00,LOFSL,266,282.1,131.25,124.5,114.93,5.41,126.57,,,31.801,,31.801,0.816,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503427010901,8639803010901,2006,53,65,94803,2,1,FF_TOTAL,SF,1,2006-06-12 00:00:00,LOFSL,197,331.55,199.94,191.18,65.82,4.58,73.42,,,32.222,,32.222,0.848,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503430010901,8639803010901,2006,53,65,94803,2,1,MIN_1,BD,1,2006-06-12 00:00:00,LOFSL,58,233.7,183.18,181.39,27.57,0.98,28.83,,18.406,3.26,0.296,3.556,0.185,6.05,5.62,0.0,329.2,145.1,1174.0,0.77,7.902,11.79,1.19,-0.03,0.0,0.0,0.07,0.0,3.8,259.0,43.0,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503431010901,8639803010901,2006,53,65,94803,2,1,MIN_2,BD,1,2006-06-12 00:00:00,LOFSL,54,285.88,227.34,224.97,25.74,1.05,27.07,,9.622,0.923,0.318,1.241,0.064,6.34,5.64,6.47,505.3,101.6,957.6,3.05,6.968,7.12,1.15,0.0,0.0,0.17,0.0,-0.03,2.19,207.0,23.4,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503428010901,8639803010901,2006,53,65,94803,3,1,FF_TOTAL,SF,1,2006-06-12 00:00:00,LOFSL,198,320.81,233.84,228.82,37.19,2.19,40.19,,,18.202,,18.202,0.635,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503429010901,8639803010901,2006,53,65,94803,4,1,FF_TOTAL,SF,1,2006-06-12 00:00:00,LOFSL,199,1885.62,989.17,930.34,90.62,6.32,102.68,,,22.818,,22.818,0.638,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503425010901,8642354010901,2006,53,67,67675,2,1,MIN_1,BD,1,2006-07-05 00:00:00,LOFSL,77,197.3,163.81,159.62,20.44,2.62,23.6,,6.231,3.38,0.304,3.684,0.242,5.82,5.27,12.48,151.3,144.2,1166.0,6.14,7.513,20.9,0.8,0.0,0.0,3.05,0.06,0.88,5.29,278.0,59.4,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503426010901,8642354010901,2006,53,67,67675,2,1,MIN_2,BD,1,2006-07-05 00:00:00,LOFSL,72,230.52,195.63,191.1,17.83,2.36,20.62,,3.545,2.12,0.332,2.452,0.117,5.89,5.34,0.0,133.7,76.77,529.6,15.66,3.79,8.26,0.51,0.0,0.0,0.0,-0.02,0.0,3.3,23.4,6.3,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
2503424010901,8642354010901,2006,53,67,67675,3,1,FF_TOTAL,SF,1,2006-07-05 00:00:00,LOFSL,263,85.32,74.32,69.31,14.8,7.22,23.09,,,30.366,,30.366,0.872,,,,,,,,,,,,,,,,,,,2006,2018-02-23 20:56:54,2008-05-14 15:09:11
