LAT,LON,PLOT,INVYR,STATECD,UNITCD,COUNTYCD
47.530556,-121.714951,"70724","2016","53","5","33"
46.914944,-121.595935,"97953","2016","53","5","53"
47.075755,-121.58642,"52637","2016","53","5","53"
47.131886,-121.439752,"91039","2016","53","5","33"
47.195154,-121.596229,"83894","2017","53","5","33"
47.665677,-121.496232,"93641","2017","53","5","33"
47.348867,-121.65473,"50515","2017","53","5","33"
46.998978,-121.624442,"97411","2017","53","5","53"
47.097607,-121.477966,"61380","2017","53","5","53"
47.030976,-121.888447,"86040","2018","53","5","53"
47.133019,-121.780289,"76798","2017","53","5","53"
47.3765,-121.712739,"62931","2016","53","5","33"
47.615856,-121.466948,"79435","2018","53","5","33"
47.058182,-121.962584,"78037","2016","53","5","53"
46.896665,-121.871507,"95402","2016","53","5","53"
47.417901,-121.511668,"87985","2016","53","5","33"
46.957256,-121.919967,"69718","2019","53","5","53"
47.151413,-121.583746,"81524","2019","53","5","33"
46.884425,-121.932326,"90474","2016","53","5","53"
47.460766,-121.830111,"69717","2017","53","5","33"
47.288442,-121.479005,"99174","2016","53","5","33"
47.078087,-121.808113,"53463","2016","53","5","53"
47.176318,-121.43882,"79704","2017","53","5","33"
47.279041,-121.635134,"57409","2017","53","5","33"
47.27956,-121.783628,"81886","2017","53","5","33"
47.543025,-121.544209,"95755","2018","53","5","33"
47.424938,-121.624368,"79245","2018","53","5","33"
47.267673,-121.76764,"70054","2018","53","5","33"
47.246734,-121.591007,"68955","2018","53","5","33"
47.666085,-121.645398,"52055","2019","53","5","33"
47.47436,-121.786663,"90475","2019","53","5","33"
47.380783,-121.564039,"70929","2019","53","5","33"
47.098685,-121.444657,"94512","2019","53","5","33"
47.242335,-121.413197,"55963","2019","53","5","33"
47.395059,-121.518329,"73703","2019","53","5","33"
47.466079,-121.550886,"61691","2019","53","5","33"
47.027029,-121.630321,"85649","2018","53","5","53"
47.005083,-121.817069,"85314","2018","53","5","53"
47.003828,-121.847599,"85715","2019","53","5","53"
46.976771,-121.739393,"93897","2017","53","5","53"
47.491888,-121.483025,"54069","2017","53","5","33"
47.051242,-121.593678,"51222","2018","53","5","53"
47.179628,-121.857631,"78992","2018","53","5","33"
47.573555,-121.640433,"94529","2018","53","5","33"
47.471163,-121.446597,"95833","2018","53","5","33"
47.284061,-121.423154,"73392","2018","53","5","33"
47.073143,-121.696536,"83408","2016","53","5","53"
47.233273,-121.649442,"96916","2016","53","5","33"
47.42612,-121.787428,"99730","2018","53","5","33"
46.951516,-121.693254,"78460","2018","53","5","53"
46.905561,-121.528098,"86037","2018","53","5","53"
47.102583,-121.759133,"66646","2018","53","5","53"
47.07527,-121.521546,"97351","2018","53","5","53"
47.564663,-121.362554,"88474","2016","53","5","33"
47.614095,-121.504631,"50457","2016","53","5","33"
47.654403,-121.3628,"73774","2016","53","5","33"
47.050335,-121.521656,"93617","2021","53","5","53"
47.370767,-121.548959,"53459","2021","53","5","33"
47.62038,-121.702614,"37","2001","53","5","33"
47.456772,-121.720665,"79","2001","53","5","33"
47.487606,-121.796776,"80","2001","53","5","33"
47.373161,-121.847336,"99","2001","53","5","33"
47.295101,-121.772057,"115","2001","53","5","33"
47.583164,-121.704834,"134","2001","53","5","33"
47.157337,-121.50898,"146","2001","53","5","33"
47.424831,-121.724831,"160","2001","53","5","33"
47.43066,-121.78344,"161","2001","53","5","33"
47.349552,-121.544258,"175","2001","53","5","33"
47.327606,-121.654823,"176","2001","53","5","33"
47.266647,-121.367821,"180","2001","53","5","33"
47.271778,-121.443428,"181","2001","53","5","33"
47.216503,-121.510925,"187","2001","53","5","33"
47.205662,-121.620384,"188","2001","53","5","33"
47.181507,-121.36676,"193","2001","53","5","33"
47.205109,-121.726768,"195","2001","53","5","33"
47.149002,-121.419533,"200","2001","53","5","33"
47.30677,-121.709549,"243","2001","53","5","33"
47.082882,-121.773163,"53","2001","53","5","53"
47.0676,-121.944557,"76","2001","53","5","53"
47.134518,-121.836998,"98","2001","53","5","53"
47.120384,-121.968994,"119","2001","53","5","53"
47.12344,-121.867599,"139","2001","53","5","53"
47.193851,-121.630069,"2003","2001","53","5","33"
47.200983,-121.48731,"66589","2001","53","5","33"
48.517283,-118.960708,"69000","2002","53","8","47"
48.494187,-119.036072,"73831","2005","53","8","47"
48.489585,-118.99943,"60999","2002","53","8","47"
48.340385,-119.087054,"56235","2003","53","8","47"
48.566877,-118.885727,"86981","2004","53","8","47"
48.610934,-118.878374,"58252","2005","53","8","47"
48.502174,-118.768368,"62716","2005","53","9","19"
48.263996,-118.929568,"89838","2002","53","8","47"
48.440689,-118.887855,"89110","2004","53","8","47"
48.430901,-118.949268,"72434","2002","53","8","47"
48.512099,-118.852749,"58729","2004","53","9","19"
48.231796,-118.73619,"56324","2002","53","9","19"
48.452841,-118.8514,"92256","2005","53","8","47"
48.556875,-118.906913,"79028","2005","53","8","47"
48.535306,-118.84583,"57459","2004","53","9","19"
48.400281,-118.774028,"88836","2002","53","9","19"
48.309501,-118.863456,"74397","2005","53","8","47"
48.364254,-118.998847,"77550","2005","53","8","47"
48.51068,-118.923575,"86923","2006","53","8","47"
48.543259,-118.881219,"73075","2009","53","8","47"
48.409099,-119.061408,"57619","2008","53","8","47"
48.486837,-118.855853,"83682","2007","53","9","19"
48.578985,-118.880442,"96535","2004","53","8","47"
48.384447,-119.050843,"52335","2004","53","8","47"
48.513929,-119.031531,"78084","2007","53","8","47"
48.259828,-118.783912,"66756","2006","53","9","19"
48.506935,-118.808755,"72100","2006","53","9","19"
48.389643,-118.998921,"75456","2006","53","8","47"
48.60141,-118.826499,"96137","2006","53","9","19"
48.471075,-118.899309,"59459","2003","53","8","47"
48.456663,-118.775011,"59757","2007","53","9","19"
48.58483,-118.843072,"90612","2008","53","9","19"
48.498978,-119.074548,"68673","2006","53","8","47"
48.55652,-118.736424,"83865","2006","53","9","19"
48.48599,-118.960389,"85845","2007","53","8","47"
48.512493,-118.886061,"82291","2008","53","8","47"
48.264154,-119.072331,"62851","2008","53","8","47"
48.308198,-118.783106,"65474","2003","53","9","19"
48.26722,-118.855175,"66505","2004","53","8","47"
48.413589,-118.918311,"94657","2008","53","8","47"
48.409583,-118.9973,"52211","2009","53","8","47"
48.507427,-118.996936,"67809","2013","53","8","47"
48.318626,-119.080477,"52946","2009","53","8","47"
48.412752,-118.849991,"71809","2010","53","8","47"
48.475798,-119.089818,"89102","2009","53","8","47"
48.557379,-118.845977,"97790","2010","53","9","19"
48.359304,-118.918795,"71921","2007","53","8","47"
48.489311,-118.924967,"85094","2010","53","8","47"
48.30877,-118.999267,"81000","2011","53","8","47"
48.487996,-118.888046,"60581","2008","53","8","47"
48.4563,-119.002552,"60441","2011","53","8","47"
48.312073,-118.927345,"79449","2011","53","8","47"
48.358787,-118.855599,"58487","2009","53","8","47"
48.430406,-118.814691,"62287","2006","53","9","19"
48.485329,-118.814186,"57919","2010","53","9","19"
48.556875,-118.906913,"79028","2015","53","8","47"
48.309501,-118.863456,"74397","2015","53","8","47"
48.483978,-118.77726,"87784","2011","53","9","19"
48.430901,-118.949268,"72434","2012","53","8","47"
48.263996,-118.929568,"89838","2012","53","8","47"
48.239162,-118.814807,"63481","2010","53","9","19"
48.489585,-118.99943,"60999","2012","53","8","47"
48.517283,-118.960708,"69000","2012","53","8","47"
48.231796,-118.73619,"56324","2012","53","9","19"
48.400281,-118.774028,"88836","2012","53","9","19"
48.54228,-119.031947,"84842","2010","53","8","47"
48.266891,-119.001976,"61534","2010","53","8","47"
48.518958,-119.070833,"57822","2011","53","8","47"
48.26722,-118.855175,"66505","2014","53","8","47"
48.384447,-119.050843,"52335","2014","53","8","47"
48.340385,-119.087054,"56235","2013","53","8","47"
48.308198,-118.783106,"65474","2013","53","9","19"
48.471075,-118.899309,"59459","2013","53","8","47"
48.364254,-118.998847,"77550","2015","53","8","47"
48.440689,-118.887855,"89110","2014","53","8","47"
48.578985,-118.880442,"96535","2014","53","8","47"
48.535306,-118.84583,"57459","2014","53","9","19"
48.494187,-119.036072,"73831","2015","53","8","47"
48.512099,-118.852749,"58729","2014","53","9","19"
48.55652,-118.736424,"83865","2016","53","9","19"
48.498978,-119.074548,"68673","2016","53","8","47"
48.452841,-118.8514,"92256","2015","53","8","47"
48.566877,-118.885727,"86981","2014","53","8","47"
48.506935,-118.808755,"72100","2016","53","9","19"
48.610934,-118.878374,"58252","2015","53","8","47"
48.502174,-118.768368,"62716","2015","53","9","19"
48.485329,-118.814186,"57919","2020","53","9","19"
48.518958,-119.070833,"57822","2021","53","8","47"
48.30877,-118.999267,"81000","2021","53","8","47"
48.312073,-118.927345,"79449","2021","53","8","47"
48.412752,-118.849991,"71809","2020","53","8","47"
48.239162,-118.814807,"63481","2020","53","9","19"
48.4563,-119.002552,"60441","2021","53","8","47"
48.358787,-118.855599,"58487","2019","53","8","47"
48.489311,-118.924967,"85094","2020","53","8","47"
48.54228,-119.031947,"84842","2020","53","8","47"
48.486837,-118.855853,"83682","2017","53","9","19"
48.483978,-118.77726,"87784","2021","53","9","19"
48.543259,-118.881219,"73075","2019","53","8","47"
48.318626,-119.080477,"52946","2019","53","8","47"
48.475798,-119.089818,"89102","2019","53","8","47"
48.409583,-118.9973,"52211","2019","53","8","47"
48.48599,-118.960389,"85845","2017","53","8","47"
48.557379,-118.845977,"97790","2020","53","9","19"
48.266891,-119.001976,"61534","2020","53","8","47"
48.60141,-118.826499,"96137","2016","53","9","19"
48.409099,-119.061408,"57619","2018","53","8","47"
48.389643,-118.998921,"75456","2016","53","8","47"
48.359304,-118.918795,"71921","2017","53","8","47"
48.413589,-118.918311,"94657","2018","53","8","47"
48.430406,-118.814691,"62287","2016","53","9","19"
48.456663,-118.775011,"59757","2017","53","9","19"
48.513929,-119.031531,"78084","2017","53","8","47"
48.512493,-118.886061,"82291","2018","53","8","47"
48.264154,-119.072331,"62851","2018","53","8","47"
48.259828,-118.783912,"66756","2016","53","9","19"
48.487996,-118.888046,"60581","2018","53","8","47"
48.58483,-118.843072,"90612","2018","53","9","19"
48.51068,-118.923575,"86923","2016","53","8","47"
48.46516,-118.862801,"153","2001","53","8","47"
48.370995,-118.935028,"167","2001","53","8","47"
48.422661,-118.932251,"169","2001","53","8","47"
48.392941,-119.082802,"172","2001","53","8","47"
48.342941,-119.011139,"173","2001","53","8","47"
48.310993,-119.023361,"189","2001","53","8","47"
48.319328,-118.941139,"190","2001","53","8","47"
48.238495,-118.866135,"192","2001","53","8","47"
48.239601,-119.052528,"195","2001","53","8","47"
48.235168,-118.731964,"69","2001","53","9","19"
48.475437,-118.981979,"198","2001","53","8","47"
48.225994,-119.014473,"213","2001","53","8","47"
48.307102,-118.794472,"101","2001","53","9","19"
48.015852,-118.720495,"55441","2007","53","9","19"
48.038187,-118.741201,"73315","2011","53","9","19"
48.017833,-118.7925,"82059","2009","53","9","19"
48.038187,-118.741201,"73315","2021","53","9","19"
48.015852,-118.720495,"55441","2017","53","9","19"
48.017833,-118.7925,"82059","2019","53","9","19"
47.953766,-118.731674,"77","2001","53","9","19"
47.990715,-118.725021,"113","2001","53","9","19"
48.01402,-118.936598,"88434","2005","53","8","47"
48.019941,-118.865545,"94047","2004","53","8","47"
47.967716,-118.870338,"57835","2003","53","8","47"
47.94772,-118.956997,"91229","2010","53","8","47"
47.975323,-118.935378,"99980","2011","53","8","47"
47.970547,-118.957089,"86899","2009","53","8","47"
47.967716,-118.870338,"57835","2013","53","8","47"
48.019941,-118.865545,"94047","2014","53","8","47"
48.01402,-118.936598,"88434","2015","53","8","47"
47.970547,-118.957089,"86899","2019","53","8","47"
47.975323,-118.935378,"99980","2021","53","8","47"
47.94772,-118.956997,"91229","2020","53","8","47"
48.019047,-118.884743,"56","2001","53","8","47"
48.011547,-118.925018,"246","2001","53","8","47"
47.983486,-118.948074,"249","2001","53","8","47"
48.108266,-118.824335,"68944","2004","53","9","19"
48.108044,-118.932391,"97055","2002","53","8","47"
48.143661,-118.951626,"75082","2011","53","8","47"
48.169792,-118.930153,"80911","2007","53","8","47"
48.108044,-118.932391,"97055","2012","53","8","47"
48.216973,-118.780031,"60000","2011","53","9","19"
48.115518,-118.793736,"86346","2006","53","9","19"
48.106565,-118.969017,"57286","2010","53","8","47"
48.108266,-118.824335,"68944","2014","53","9","19"
48.216973,-118.780031,"60000","2021","53","9","19"
48.143661,-118.951626,"75082","2021","53","8","47"
48.106565,-118.969017,"57286","2020","53","8","47"
48.115518,-118.793736,"86346","2016","53","9","19"
48.169792,-118.930153,"80911","2017","53","8","47"
48.161831,-118.872246,"216","2001","53","8","47"
48.196629,-118.276043,"93279","2004","53","9","19"
48.174588,-118.311377,"53395","2009","53","9","19"
48.157383,-118.338426,"77024","2008","53","9","19"
48.196629,-118.276043,"93279","2014","53","9","19"
48.174588,-118.311377,"53395","2019","53","9","19"
48.157383,-118.338426,"77024","2018","53","9","19"
48.179333,-118.273048,"116","2001","53","9","19"
48.493838,-118.484997,"52517","2005","53","9","19"
48.493838,-118.484997,"52517","2015","53","9","19"
48.513305,-118.3305,"70087","2002","53","9","19"
48.488931,-118.327842,"96759","2004","53","9","19"
48.509892,-118.295167,"89253","2011","53","9","19"
48.513305,-118.3305,"70087","2012","53","9","19"
48.489823,-118.295213,"52351","2011","53","9","19"
48.488931,-118.327842,"96759","2014","53","9","19"
48.509892,-118.295167,"89253","2021","53","9","19"
48.489823,-118.295213,"52351","2021","53","9","19"
48.552165,-118.508562,"98328","2003","53","9","19"
48.497682,-118.589943,"55293","2004","53","9","19"
48.517387,-118.508545,"69377","2009","53","9","19"
48.514702,-118.406404,"73478","2007","53","9","19"
48.520662,-118.55872,"53469","2006","53","9","19"
48.529997,-118.588553,"51314","2007","53","9","19"
48.50023,-118.554998,"81852","2003","53","9","19"
48.51741,-118.441255,"99728","2011","53","9","19"
48.497345,-118.519766,"86219","2009","53","9","19"
48.552165,-118.508562,"98328","2013","53","9","19"
48.549265,-118.549313,"79718","2011","53","9","19"
48.544919,-118.43844,"83190","2011","53","9","19"
48.50023,-118.554998,"81852","2013","53","9","19"
48.523394,-118.48162,"62109","2009","53","9","19"
48.54638,-118.475395,"82978","2010","53","9","19"
48.497682,-118.589943,"55293","2014","53","9","19"
48.520662,-118.55872,"53469","2016","53","9","19"
48.51741,-118.441255,"99728","2021","53","9","19"
48.54638,-118.475395,"82978","2020","53","9","19"
48.544919,-118.43844,"83190","2021","53","9","19"
48.549265,-118.549313,"79718","2021","53","9","19"
48.529997,-118.588553,"51314","2017","53","9","19"
48.514702,-118.406404,"73478","2017","53","9","19"
48.497345,-118.519766,"86219","2019","53","9","19"
48.523394,-118.48162,"62109","2019","53","9","19"
48.517387,-118.508545,"69377","2019","53","9","19"
48.597028,-118.44136,"93349","2002","53","9","19"
48.572412,-118.431364,"56342","2002","53","9","19"
48.602947,-118.549409,"79030","2003","53","9","19"
48.592071,-118.508472,"53933","2003","53","9","19"
48.572647,-118.469674,"90593","2005","53","9","19"
48.598368,-118.47136,"71673","2007","53","9","19"
48.504728,-118.624867,"54982","2011","53","9","19"
48.602947,-118.549409,"79030","2013","53","9","19"
48.592071,-118.508472,"53933","2013","53","9","19"
48.574138,-118.511037,"88304","2010","53","9","19"
48.597028,-118.44136,"93349","2012","53","9","19"
48.572412,-118.431364,"56342","2012","53","9","19"
48.573751,-118.54716,"95185","2011","53","9","19"
48.572647,-118.469674,"90593","2015","53","9","19"
48.504728,-118.624867,"54982","2021","53","9","19"
48.573751,-118.54716,"95185","2021","53","9","19"
48.574138,-118.511037,"88304","2020","53","9","19"
48.598368,-118.47136,"71673","2017","53","9","19"
47.870277,-118.431602,"125","2001","53","9","19"
48.244467,-118.670542,"84023","2004","53","9","19"
48.259225,-118.709565,"97218","2008","53","9","19"
48.318255,-118.721179,"97276","2009","53","9","19"
48.244467,-118.670542,"84023","2014","53","9","19"
48.318255,-118.721179,"97276","2019","53","9","19"
48.259225,-118.709565,"97218","2018","53","9","19"
48.314888,-118.730301,"66","2001","53","9","19"
48.619094,-118.179456,"62508","2004","53","9","19"
48.738726,-118.385049,"80043","2004","53","9","19"
48.742873,-118.459431,"82593","2002","53","9","19"
48.517312,-118.25789,"70192","2002","53","9","19"
48.760172,-118.374026,"88022","2002","53","9","19"
48.665323,-118.460489,"85067","2002","53","9","19"
48.635465,-118.202526,"87119","2002","53","9","19"
48.561732,-118.359556,"73188","2004","53","9","19"
48.539665,-118.372194,"75217","2004","53","9","19"
48.662865,-118.382816,"64451","2005","53","9","19"
48.643136,-118.355522,"66503","2005","53","9","19"
48.492791,-118.368191,"92708","2003","53","9","19"
48.635234,-118.167158,"51143","2003","53","9","19"
48.641322,-118.423304,"66796","2003","53","9","19"
48.675659,-118.160104,"85079","2005","53","9","19"
48.742492,-118.416126,"99222","2004","53","9","19"
48.64593,-118.459875,"61586","2004","53","9","19"
48.563928,-118.397409,"60001","2004","53","9","19"
48.756136,-118.30115,"93070","2005","53","9","19"
48.619047,-118.324587,"88425","2005","53","9","19"
48.607575,-118.279441,"73664","2002","53","9","19"
48.690576,-118.344895,"78836","2003","53","9","19"
48.641499,-118.280598,"58421","2003","53","9","19"
48.564607,-118.217428,"70007","2003","53","9","19"
48.703727,-118.235488,"89249","2004","53","9","19"
48.680866,-118.24434,"85447","2004","53","9","19"
48.66459,-118.353271,"53963","2009","53","9","19"
48.711303,-118.194717,"84254","2009","53","9","19"
48.520825,-118.364861,"89519","2009","53","9","19"
48.658681,-118.311612,"57521","2006","53","9","19"
48.705841,-118.166522,"61757","2006","53","9","19"
48.655203,-118.172534,"53164","2007","53","9","19"
48.567319,-118.327845,"59828","2007","53","9","19"
48.637855,-118.392347,"78193","2007","53","9","19"
48.544536,-118.322555,"94640","2005","53","9","19"
48.669626,-118.495178,"58281","2005","53","9","19"
48.712781,-118.346437,"73009","2005","53","9","19"
48.564885,-118.297188,"50626","2006","53","9","19"
48.589782,-118.208341,"89144","2008","53","9","19"
48.617635,-118.432461,"69824","2008","53","9","19"
48.623755,-118.131601,"93656","2006","53","9","19"
48.718521,-118.423803,"54954","2003","53","9","19"
48.657623,-118.241637,"85683","2003","53","9","19"
48.616108,-118.474027,"74029","2006","53","9","19"
48.537438,-118.253725,"95395","2008","53","9","19"
48.75908,-118.266206,"72275","2008","53","9","19"
48.765839,-118.49142,"60485","2006","53","9","19"
48.730504,-118.161087,"99500","2008","53","9","19"
48.53935,-118.40167,"92361","2003","53","9","19"
48.492791,-118.368191,"92708","2013","53","9","19"
48.635234,-118.167158,"51143","2013","53","9","19"
48.61659,-118.362283,"62619","2010","53","9","19"
48.591917,-118.361809,"70835","2009","53","9","19"
48.68974,-118.461482,"82948","2009","53","9","19"
48.669362,-118.431215,"58414","2007","53","9","19"
48.711106,-118.265904,"50948","2007","53","9","19"
48.66119,-118.277494,"54684","2011","53","9","19"
48.742873,-118.459431,"82593","2012","53","9","19"
48.607575,-118.279441,"73664","2012","53","9","19"
48.564607,-118.217428,"70007","2013","53","9","19"
48.690576,-118.344895,"78836","2013","53","9","19"
48.538958,-118.290651,"83224","2010","53","9","19"
48.744059,-118.494869,"96767","2010","53","9","19"
48.757581,-118.199632,"99540","2010","53","9","19"
48.619429,-118.391039,"59302","2009","53","9","19"
48.590109,-118.39995,"87902","2009","53","9","19"
48.694976,-118.498155,"78601","2009","53","9","19"
48.54018,-118.213961,"64721","2012","53","9","19"
48.641322,-118.423304,"66796","2013","53","9","19"
48.641499,-118.280598,"58421","2013","53","9","19"
48.640551,-118.240261,"69753","2009","53","9","19"
48.589512,-118.323063,"69441","2011","53","9","19"
48.689929,-118.274702,"62296","2009","53","9","19"
48.665323,-118.460489,"85067","2012","53","9","19"
48.635465,-118.202526,"87119","2012","53","9","19"
48.690599,-118.388072,"89320","2011","53","9","19"
48.687603,-118.313964,"89270","2011","53","9","19"
48.638558,-118.318519,"59958","2011","53","9","19"
48.610955,-118.246821,"78921","2011","53","9","19"
48.517312,-118.25789,"70192","2012","53","9","19"
48.718797,-118.504067,"89284","2011","53","9","19"
48.687038,-118.20612,"76548","2009","53","9","19"
48.715168,-118.385822,"87638","2010","53","9","19"
48.758164,-118.232914,"74954","2010","53","9","19"
48.718119,-118.459978,"82176","2010","53","9","19"
48.588002,-118.286084,"90479","2010","53","9","19"
48.760172,-118.374026,"88022","2012","53","9","19"
48.561914,-118.25143,"90107","2010","53","9","19"
48.732058,-118.198163,"88648","2011","53","9","19"
48.692079,-118.425131,"64784","2010","53","9","19"
48.544536,-118.322555,"94640","2015","53","9","19"
48.619094,-118.179456,"62508","2014","53","9","19"
48.712781,-118.346437,"73009","2015","53","9","19"
48.53935,-118.40167,"92361","2013","53","9","19"
48.738726,-118.385049,"80043","2014","53","9","19"
48.619047,-118.324587,"88425","2015","53","9","19"
48.718521,-118.423803,"54954","2013","53","9","19"
48.703727,-118.235488,"89249","2014","53","9","19"
48.539665,-118.372194,"75217","2014","53","9","19"
48.669626,-118.495178,"58281","2015","53","9","19"
48.643136,-118.355522,"66503","2015","53","9","19"
48.561732,-118.359556,"73188","2014","53","9","19"
48.662865,-118.382816,"64451","2015","53","9","19"
48.742492,-118.416126,"99222","2014","53","9","19"
48.64593,-118.459875,"61586","2014","53","9","19"
48.680866,-118.24434,"85447","2014","53","9","19"
48.658681,-118.311612,"57521","2016","53","9","19"
48.705841,-118.166522,"61757","2016","53","9","19"
48.563928,-118.397409,"60001","2014","53","9","19"
48.675659,-118.160104,"85079","2015","53","9","19"
48.657623,-118.241637,"85683","2013","53","9","19"
48.756136,-118.30115,"93070","2015","53","9","19"
48.718119,-118.459978,"82176","2020","53","9","19"
48.610955,-118.246821,"78921","2021","53","9","19"
48.561914,-118.25143,"90107","2020","53","9","19"
48.744059,-118.494869,"96767","2020","53","9","19"
48.66119,-118.277494,"54684","2021","53","9","19"
48.718797,-118.504067,"89284","2021","53","9","19"
48.61659,-118.362283,"62619","2020","53","9","19"
48.757581,-118.199632,"99540","2020","53","9","19"
48.567319,-118.327845,"59828","2017","53","9","19"
48.655203,-118.172534,"53164","2017","53","9","19"
48.758164,-118.232914,"74954","2020","53","9","19"
48.732058,-118.198163,"88648","2021","53","9","19"
48.690599,-118.388072,"89320","2021","53","9","19"
48.589512,-118.323063,"69441","2021","53","9","19"
48.692079,-118.425131,"64784","2020","53","9","19"
48.715168,-118.385822,"87638","2020","53","9","19"
48.638558,-118.318519,"59958","2021","53","9","19"
48.538958,-118.290651,"83224","2020","53","9","19"
48.588002,-118.286084,"90479","2020","53","9","19"
48.520825,-118.364861,"89519","2019","53","9","19"
48.711106,-118.265904,"50948","2017","53","9","19"
48.669362,-118.431215,"58414","2017","53","9","19"
48.68974,-118.461482,"82948","2019","53","9","19"
48.687038,-118.20612,"76548","2019","53","9","19"
48.689929,-118.274702,"62296","2019","53","9","19"
48.640551,-118.240261,"69753","2019","53","9","19"
48.591917,-118.361809,"70835","2019","53","9","19"
48.590109,-118.39995,"87902","2019","53","9","19"
48.619429,-118.391039,"59302","2019","53","9","19"
48.694976,-118.498155,"78601","2019","53","9","19"
48.637855,-118.392347,"78193","2017","53","9","19"
48.711303,-118.194717,"84254","2019","53","9","19"
48.66459,-118.353271,"53963","2019","53","9","19"
48.730504,-118.161087,"99500","2018","53","9","19"
48.537438,-118.253725,"95395","2018","53","9","19"
48.589782,-118.208341,"89144","2018","53","9","19"
48.616108,-118.474027,"74029","2016","53","9","19"
48.75908,-118.266206,"72275","2018","53","9","19"
48.617635,-118.432461,"69824","2018","53","9","19"
48.564885,-118.297188,"50626","2016","53","9","19"
48.623755,-118.131601,"93656","2016","53","9","19"
48.765839,-118.49142,"60485","2016","53","9","19"
48.687603,-118.313964,"89270","2021","53","9","19"
48.590458,-118.184441,"29","2001","53","9","19"
48.56184,-118.268616,"33","2001","53","9","19"
48.357121,-118.250832,"83","2001","53","9","19"
48.404377,-118.705634,"91392","2004","53","9","19"
48.404377,-118.705634,"91392","2014","53","9","19"
48.063758,-117.982114,"91177","2003","53","9","65"
47.980948,-118.175344,"64267","2002","53","9","65"
48.139251,-118.02095,"51011","2006","53","9","65"
48.03197,-118.076207,"52035","2005","53","9","65"
48.003792,-118.079674,"77651","2004","53","9","65"
48.002276,-118.160959,"52956","2003","53","9","65"
48.0184,-117.997113,"56841","2007","53","9","65"
47.954182,-118.156404,"97166","2008","53","9","65"
47.980948,-118.175344,"64267","2012","53","9","65"
48.097024,-118.083877,"61257","2010","53","9","65"
48.047575,-118.091268,"58203","2009","53","9","65"
48.056382,-118.023728,"65660","2011","53","9","65"
48.002626,-118.013114,"76142","2006","53","9","65"
48.094259,-118.02063,"70487","2010","53","9","65"
48.03197,-118.076207,"52035","2015","53","9","65"
48.003792,-118.079674,"77651","2014","53","9","65"
48.063758,-117.982114,"91177","2013","53","9","65"
48.002276,-118.160959,"52956","2013","53","9","65"
48.056382,-118.023728,"65660","2021","53","9","65"
48.097024,-118.083877,"61257","2020","53","9","65"
48.094259,-118.02063,"70487","2020","53","9","65"
47.954182,-118.156404,"97166","2018","53","9","65"
48.139251,-118.02095,"51011","2016","53","9","65"
48.002626,-118.013114,"76142","2016","53","9","65"
48.047575,-118.091268,"58203","2019","53","9","65"
48.0184,-117.997113,"56841","2017","53","9","65"
48.166,-117.997757,"125","2001","53","9","65"
48.10128,-118.096642,"140","2001","53","9","65"
48.043217,-118.13665,"143","2001","53","9","65"
47.981834,-118.011086,"158","2001","53","9","65"
48.017109,-118.061363,"159","2001","53","9","65"
47.951832,-118.097748,"166","2001","53","9","65"
47.853473,-118.017533,"58986","2005","53","9","65"
47.852227,-117.945331,"62082","2008","53","9","65"
47.857,-118.093172,"95273","2003","53","9","65"
47.853473,-118.017533,"58986","2015","53","9","65"
47.857,-118.093172,"95273","2013","53","9","65"
47.852227,-117.945331,"62082","2018","53","9","65"
47.83905,-118.068588,"183","2001","53","9","65"
47.838779,-118.009132,"184","2001","53","9","65"
48.906687,-118.824123,"98997","2005","53","9","19"
48.905011,-118.785225,"89078","2003","53","9","19"
48.927736,-118.778114,"59874","2008","53","9","19"
48.883685,-118.819088,"55694","2007","53","9","19"
48.930388,-118.809649,"59505","2006","53","9","19"
48.905011,-118.785225,"89078","2013","53","9","19"
48.854902,-118.820719,"83619","2011","53","9","19"
48.906687,-118.824123,"98997","2015","53","9","19"
48.930388,-118.809649,"59505","2016","53","9","19"
48.854902,-118.820719,"83619","2021","53","9","19"
48.883685,-118.819088,"55694","2017","53","9","19"
48.927736,-118.778114,"59874","2018","53","9","19"
48.977641,-118.810449,"51524","2011","53","9","19"
48.977641,-118.810449,"51524","2021","53","9","19"
48.93935,-118.441698,"75195","2003","53","9","19"
48.914223,-118.398041,"54548","2004","53","9","19"
48.818907,-118.492627,"82977","2002","53","9","19"
48.937092,-118.329333,"97488","2002","53","9","19"
48.841029,-118.388845,"80394","2003","53","9","19"
48.793644,-118.383381,"73606","2002","53","9","19"
48.866193,-118.375268,"72529","2002","53","9","19"
48.811723,-118.33923,"61313","2005","53","9","19"
48.886463,-118.337679,"89608","2003","53","9","19"
48.76905,-118.449325,"59830","2003","53","9","19"
48.932872,-118.400521,"60612","2003","53","9","19"
48.861887,-118.415372,"83780","2003","53","9","19"
48.81999,-118.446731,"86710","2007","53","9","19"
48.840159,-118.411893,"86523","2007","53","9","19"
48.865926,-118.33423,"95902","2005","53","9","19"
48.837171,-118.341529,"63521","2007","53","9","19"
48.783943,-118.306748,"93095","2006","53","9","19"
48.810261,-118.383842,"66172","2006","53","9","19"
48.78913,-118.42128,"94266","2006","53","9","19"
48.773042,-118.410465,"81222","2008","53","9","19"
48.940372,-118.477194,"86009","2008","53","9","19"
48.793206,-118.490462,"75432","2008","53","9","19"
48.866193,-118.375268,"72529","2012","53","9","19"
