field_1,LAT,LON,PLOT,UNQE_FIRE_,FEATURE_CA,GIS_ACRES,FIRE_YEAR_
"14081",46.234242000000002,-117.914553999999995,"93383",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"14625",46.274346999999999,-117.850600000000000,"61685",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"14882",46.103510000000000,-117.827725999999998,"64025",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"15562",46.130237999999999,-117.827507999999995,"80081",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"16338",46.142907000000001,-117.979057999999995,"86813",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"17343",46.115273000000002,-117.949928000000000,"99817",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"17378",46.115133999999998,-117.874239000000003,"60398",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"17813",46.153807000000000,-117.832114000000004,"64876",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"17864",46.159109999999998,-117.862039999999993,"89617",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"18027",46.148313000000002,-117.789923000000002,"83189",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"18302",46.129210000000000,-117.870525999999998,"96769",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"18571",46.186342000000003,-117.837772999999999,"94833",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"20969",46.316814000000001,-117.771591000000001,"5",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"20970",46.264586999999999,-117.791306000000006,"8",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"20971",46.272925999999998,-117.909369999999996,"10",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"20974",46.175697000000000,-117.836867999999996,"16",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"20975",46.163474999999998,-117.894653000000005,"17",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"20977",46.127087000000003,-117.961601000000002,"19",2006-ORUMF-000102,Wildfire Final Fire Perimeter,109259.000000000000000,"2006"
"5683",46.265824000000002,-117.529107999999994,"52960",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"6507",46.267203000000002,-117.564164000000005,"62834",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"11207",46.288660999999998,-117.528364999999994,"95278",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"12460",46.267203000000002,-117.564164000000005,"62834",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"13349",46.265824000000002,-117.529107999999994,"52960",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"14424",46.288660999999998,-117.528364999999994,"95278",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"1362",46.220314999999999,-117.651990999999995,"87479",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"2013",46.222996000000002,-117.606302999999997,"75136",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"7722",46.222813000000002,-117.709603999999999,"61357",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"8805",46.220314999999999,-117.651990999999995,"87479",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"12737",46.222996000000002,-117.606302999999997,"75136",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"17874",46.222813000000002,-117.709603999999999,"61357",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"7734",46.329264999999999,-117.564042999999998,"59334",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"19680",46.329264999999999,-117.564042999999998,"59334",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"1274",46.291410999999997,-117.638136000000003,"87921",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"1275",46.248694999999998,-117.740519000000006,"54493",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"1611",46.273947000000000,-117.674931000000001,"68537",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"2615",46.248159999999999,-117.640822999999997,"70499",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"2806",46.290720999999998,-117.592849000000001,"69599",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"4522",46.286703000000003,-117.572526999999994,"83792",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"4934",46.223779999999998,-117.679723999999993,"70715",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"5656",46.250745000000002,-117.710362000000003,"63826",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"6352",46.330129999999997,-117.689995999999994,"51217",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"7042",46.268870000000000,-117.636831999999998,"80495",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"7424",46.290720999999998,-117.592849000000001,"69599",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"7446",46.248159999999999,-117.640822999999997,"70499",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"9210",46.267482000000001,-117.601494000000002,"55473",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"9871",46.273947000000000,-117.674931000000001,"68537",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"11402",46.243020000000001,-117.603900999999993,"81849",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"11682",46.247843000000003,-117.671807000000001,"60945",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"14343",46.248694999999998,-117.740519000000006,"54493",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"14344",46.291410999999997,-117.638136000000003,"87921",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"14621",46.247843000000003,-117.671807000000001,"60945",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"14883",46.223779999999998,-117.679723999999993,"70715",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"15394",46.243020000000001,-117.603900999999993,"81849",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"15395",46.267482000000001,-117.601494000000002,"55473",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"17838",46.286703000000003,-117.572526999999994,"83792",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"17964",46.330129999999997,-117.689995999999994,"51217",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"18907",46.268870000000000,-117.636831999999998,"80495",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"19214",46.250745000000002,-117.710362000000003,"63826",2005-ORUMF-000019,Wildfire Final Fire Perimeter,49596.000000000000000,"2005"
"6535",46.286959000000003,-117.493008000000003,"63990",2005-ORUMF-000000,Wildfire,49446.720000000001164,"2005"
"19088",46.286959000000003,-117.493008000000003,"63990",2005-ORUMF-000000,Wildfire,49446.720000000001164,"2005"
"5215",46.508423999999998,-118.207813000000002,"90584",2006-WASPD-99999999,Wildfire,7385.579999999999927,"2006"
"17516",46.508423999999998,-118.207813000000002,"90584",2006-WASPD-99999999,Wildfire,7385.579999999999927,"2006"
"8503",46.026625000000003,-118.807079999999999,"92374",2011-WAWAS-000202,Wildfire,4509.779999999999745,"2011"
"19256",46.026625000000003,-118.807079999999999,"92374",2011-WAWAS-000202,Wildfire,4509.779999999999745,"2011"
"52",48.517282999999999,-118.960707999999997,"69000",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"98",48.494186999999997,-119.036072000000004,"73831",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"732",48.489584999999998,-118.999430000000004,"60999",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"847",48.340384999999998,-119.087053999999995,"56235",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"1054",48.566876999999998,-118.885727000000003,"86981",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"1309",48.502173999999997,-118.768367999999995,"62716",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"1361",48.263995999999999,-118.929568000000003,"89838",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"1446",48.440688999999999,-118.887855000000002,"89110",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"1540",48.430900999999999,-118.949268000000004,"72434",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"2058",48.512098999999999,-118.852749000000003,"58729",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"2964",48.452840999999999,-118.851399999999998,"92256",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"2985",48.556874999999998,-118.906913000000003,"79028",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"3050",48.535305999999999,-118.845830000000007,"57459",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"3300",48.400281000000000,-118.774028000000001,"88836",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"3379",48.309500999999997,-118.863455999999999,"74397",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"3582",48.364254000000003,-118.998846999999998,"77550",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"3846",48.510680000000001,-118.923575000000000,"86923",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"3920",48.543258999999999,-118.881219000000002,"73075",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"4071",48.409098999999998,-119.061408000000000,"57619",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"4137",48.486837000000001,-118.855852999999996,"83682",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"4657",48.578985000000003,-118.880442000000002,"96535",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"4698",48.384447000000002,-119.050843000000000,"52335",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"4795",48.513928999999997,-119.031531000000001,"78084",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5003",48.259827999999999,-118.783912000000001,"66756",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5128",48.506934999999999,-118.808755000000005,"72100",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5259",48.389643000000000,-118.998920999999996,"75456",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5378",48.471074999999999,-118.899309000000002,"59459",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5749",48.456662999999999,-118.775011000000006,"59757",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5820",48.584829999999997,-118.843072000000006,"90612",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"5901",48.498978000000001,-119.074547999999993,"68673",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"6039",48.485990000000001,-118.960389000000006,"85845",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"6323",48.512492999999999,-118.886060999999998,"82291",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"6402",48.264153999999998,-119.072331000000005,"62851",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"6719",48.308197999999997,-118.783106000000004,"65474",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"6758",48.267220000000002,-118.855175000000003,"66505",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"7282",48.413589000000002,-118.918311000000003,"94657",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"7697",48.409582999999998,-118.997299999999996,"52211",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"7887",48.507427000000000,-118.996936000000005,"67809",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"8302",48.318626000000002,-119.080477000000002,"52946",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"8407",48.412751999999998,-118.849991000000003,"71809",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"8420",48.475797999999998,-119.089817999999994,"89102",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"8539",48.557378999999997,-118.845977000000005,"97790",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"8673",48.359304000000002,-118.918795000000003,"71921",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9062",48.489311000000001,-118.924966999999995,"85094",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9440",48.308770000000003,-118.999267000000003,"81000",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9513",48.487996000000003,-118.888046000000003,"60581",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9641",48.456299999999999,-119.002551999999994,"60441",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9643",48.312072999999998,-118.927345000000003,"79449",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9730",48.358787000000000,-118.855598999999998,"58487",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9755",48.430405999999998,-118.814690999999996,"62287",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"9959",48.485329000000000,-118.814186000000007,"57919",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"10293",48.556874999999998,-118.906913000000003,"79028",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"10724",48.309500999999997,-118.863455999999999,"74397",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"10820",48.483978000000000,-118.777259999999998,"87784",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"10946",48.430900999999999,-118.949268000000004,"72434",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"10948",48.263995999999999,-118.929568000000003,"89838",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"10963",48.239162000000000,-118.814807000000002,"63481",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11016",48.489584999999998,-118.999430000000004,"60999",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11026",48.517282999999999,-118.960707999999997,"69000",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11130",48.400281000000000,-118.774028000000001,"88836",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11311",48.542279999999998,-119.031947000000002,"84842",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11446",48.266891000000001,-119.001975999999999,"61534",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11608",48.518957999999998,-119.070832999999993,"57822",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11799",48.267220000000002,-118.855175000000003,"66505",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"11834",48.384447000000002,-119.050843000000000,"52335",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12488",48.340384999999998,-119.087053999999995,"56235",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12685",48.308197999999997,-118.783106000000004,"65474",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12812",48.471074999999999,-118.899309000000002,"59459",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12836",48.364254000000003,-118.998846999999998,"77550",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12917",48.440688999999999,-118.887855000000002,"89110",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12926",48.578985000000003,-118.880442000000002,"96535",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"12995",48.535305999999999,-118.845830000000007,"57459",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"13233",48.494186999999997,-119.036072000000004,"73831",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"13279",48.512098999999999,-118.852749000000003,"58729",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"13744",48.498978000000001,-119.074547999999993,"68673",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"13798",48.452840999999999,-118.851399999999998,"92256",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"13858",48.566876999999998,-118.885727000000003,"86981",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14217",48.506934999999999,-118.808755000000005,"72100",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14332",48.502173999999997,-118.768367999999995,"62716",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14415",48.485329000000000,-118.814186000000007,"57919",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14442",48.518957999999998,-119.070832999999993,"57822",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14524",48.308770000000003,-118.999267000000003,"81000",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14615",48.312072999999998,-118.927345000000003,"79449",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14661",48.412751999999998,-118.849991000000003,"71809",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14683",48.239162000000000,-118.814807000000002,"63481",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"14912",48.456299999999999,-119.002551999999994,"60441",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"15544",48.358787000000000,-118.855598999999998,"58487",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"15578",48.489311000000001,-118.924966999999995,"85094",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"15585",48.542279999999998,-119.031947000000002,"84842",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"15736",48.486837000000001,-118.855852999999996,"83682",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"16023",48.483978000000000,-118.777259999999998,"87784",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"16234",48.543258999999999,-118.881219000000002,"73075",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"16235",48.318626000000002,-119.080477000000002,"52946",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"16239",48.475797999999998,-119.089817999999994,"89102",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"16678",48.409582999999998,-118.997299999999996,"52211",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"17041",48.485990000000001,-118.960389000000006,"85845",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"17123",48.557378999999997,-118.845977000000005,"97790",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"17209",48.266891000000001,-119.001975999999999,"61534",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"17634",48.409098999999998,-119.061408000000000,"57619",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"17667",48.389643000000000,-118.998920999999996,"75456",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"17928",48.359304000000002,-118.918795000000003,"71921",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"18052",48.413589000000002,-118.918311000000003,"94657",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"18388",48.430405999999998,-118.814690999999996,"62287",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"18725",48.456662999999999,-118.775011000000006,"59757",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"19012",48.513928999999997,-119.031531000000001,"78084",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"19099",48.512492999999999,-118.886060999999998,"82291",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"19117",48.264153999999998,-119.072331000000005,"62851",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"19595",48.259827999999999,-118.783912000000001,"66756",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"19652",48.487996000000003,-118.888046000000003,"60581",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"19903",48.584829999999997,-118.843072000000006,"90612",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20063",48.510680000000001,-118.923575000000000,"86923",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20420",48.465159999999997,-118.862801000000005,"153",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20429",48.370995000000001,-118.935028000000003,"167",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20430",48.422660999999998,-118.932250999999994,"169",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20431",48.392941000000000,-119.082802000000001,"172",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20432",48.342941000000003,-119.011139000000000,"173",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20441",48.310993000000003,-119.023360999999994,"189",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20442",48.319327999999999,-118.941139000000007,"190",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20443",48.238495000000000,-118.866135000000000,"192",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"20444",48.239601000000000,-119.052527999999995,"195",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"21390",48.475436999999999,-118.981978999999995,"198",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"21400",48.225994000000000,-119.014472999999995,"213",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"21914",48.307102000000000,-118.794471999999999,"101",2015-WACOA-000157,Wildfire Final Fire Perimeter,215401.100000000005821,"2015"
"119",48.619093999999997,-118.179456000000002,"62508",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"121",48.738726000000000,-118.385048999999995,"80043",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"133",48.513305000000003,-118.330500000000001,"70087",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"505",48.742873000000003,-118.459430999999995,"82593",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"722",48.517311999999997,-118.257890000000003,"70192",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"888",48.665323000000001,-118.460488999999995,"85067",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"897",48.597028000000002,-118.441360000000003,"93349",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"899",48.635465000000003,-118.202526000000006,"87119",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1044",48.561731999999999,-118.359555999999998,"73188",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1049",48.539664999999999,-118.372193999999993,"75217",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1305",48.662864999999996,-118.382816000000005,"64451",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1308",48.643135999999998,-118.355521999999993,"66503",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1613",48.492790999999997,-118.368190999999996,"92708",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1805",48.635233999999997,-118.167158000000001,"51143",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1819",48.641322000000002,-118.423304000000002,"66796",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"1970",48.675659000000003,-118.160104000000004,"85079",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2008",48.742491999999999,-118.416126000000006,"99222",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2014",48.645930000000000,-118.459874999999997,"61586",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2059",48.563927999999997,-118.397408999999996,"60001",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2317",48.619047000000002,-118.324586999999994,"88425",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2593",48.572412000000000,-118.431364000000002,"56342",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2594",48.607574999999997,-118.279441000000006,"73664",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2616",48.690576000000000,-118.344894999999994,"78836",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2630",48.641499000000003,-118.280597999999998,"58421",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2797",48.564607000000002,-118.217427999999998,"70007",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"2855",48.488931000000001,-118.327842000000004,"96759",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"3052",48.680866000000002,-118.244339999999994,"85447",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"3109",48.572647000000003,-118.469673999999998,"90593",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
"3639",48.664589999999997,-118.353271000000007,"53963",,Wildfire Final Fire Perimeter,148004.799999999988358,"1929"
