field_1,LAT,LON,PLOT,UNQE_FIRE_,FEATURE_CA,GIS_ACRES,FIRE_YEAR_
"12941",48.968203000000003,-119.865891000000005,"54438",2015-WAOWF-000337,Wildfire Final Fire Perimeter,5283.869999999999891,"2015"
"11078",48.532966000000002,-120.560079000000002,"83891",,Wildfire Final Fire Perimeter,1662.619999999999891,"2006"
"15923",48.532966000000002,-120.560079000000002,"83891",,Wildfire Final Fire Perimeter,1662.619999999999891,"2006"
"4027",48.923959000000004,-120.643863999999994,"80627",2022-WAOWF-000380,Wildfire Final Fire Perimeter,31617.919999999998254,"2022"
"7775",48.985182999999999,-120.714108999999993,"93968",2022-WAOWF-000380,Wildfire Final Fire Perimeter,31617.919999999998254,"2022"
"8204",48.980072999999997,-120.642599000000004,"75469",2022-WAOWF-000380,Wildfire Final Fire Perimeter,31617.919999999998254,"2022"
"8924",48.923959000000004,-120.643863999999994,"80627",2022-WAOWF-000380,Wildfire Final Fire Perimeter,31617.919999999998254,"2022"
"17665",48.985182999999999,-120.714108999999993,"93968",2022-WAOWF-000380,Wildfire Final Fire Perimeter,31617.919999999998254,"2022"
"18271",48.980072999999997,-120.642599000000004,"75469",2022-WAOWF-000380,Wildfire Final Fire Perimeter,31617.919999999998254,"2022"
"781",48.522351999999998,-120.075826000000006,"77674",,Wildfire Final Fire Perimeter,3075.519999999999982,"2014"
"6552",48.500539000000003,-120.109509000000003,"80398",,Wildfire Final Fire Perimeter,3075.519999999999982,"2014"
"8521",48.525489999999998,-120.108806000000001,"69151",,Wildfire Final Fire Perimeter,3075.519999999999982,"2014"
"11139",48.522351999999998,-120.075826000000006,"77674",,Wildfire Final Fire Perimeter,3075.519999999999982,"2014"
"18521",48.525489999999998,-120.108806000000001,"69151",,Wildfire Final Fire Perimeter,3075.519999999999982,"2014"
"18860",48.500539000000003,-120.109509000000003,"80398",,Wildfire Final Fire Perimeter,3075.519999999999982,"2014"
"6680",48.606437000000000,-120.852050000000006,"90500",,Wildfire Final Fire Perimeter,32.430000000000000,"2014"
"14225",48.606437000000000,-120.852050000000006,"90500",,Wildfire Final Fire Perimeter,32.430000000000000,"2014"
"496",48.495628000000004,-120.696740000000005,"66420",2023-WAOWF-000563,Wildfire Final Fire Perimeter,1074.250000000000000,"2023"
"11241",48.513131000000001,-120.703305000000000,"95090",2023-WAOWF-000563,Wildfire Final Fire Perimeter,1074.250000000000000,"2023"
"13133",48.495628000000004,-120.696740000000005,"66420",2023-WAOWF-000563,Wildfire Final Fire Perimeter,1074.250000000000000,"2023"
"18436",48.513131000000001,-120.703305000000000,"95090",2023-WAOWF-000563,Wildfire Final Fire Perimeter,1074.250000000000000,"2023"
"11085",48.654316999999999,-120.360799000000000,"55695",,Wildfire Final Fire Perimeter,3840.699999999999818,"1994"
"11396",48.679695000000002,-120.396646000000004,"56236",,Wildfire Final Fire Perimeter,3840.699999999999818,"1994"
"15413",48.654316999999999,-120.360799000000000,"55695",,Wildfire Final Fire Perimeter,3840.699999999999818,"1994"
"15668",48.679695000000002,-120.396646000000004,"56236",,Wildfire Final Fire Perimeter,3840.699999999999818,"1994"
"1080",48.618400000000001,-120.801829999999995,"75916",,Wildfire Final Fire Perimeter,189.240000000000009,"2004"
"13263",48.618400000000001,-120.801829999999995,"75916",,Wildfire Final Fire Perimeter,189.240000000000009,"2004"
"477",48.712136000000001,-120.659840000000003,"78353",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"1826",48.659613000000000,-120.622680000000003,"73132",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"5381",48.628526999999998,-120.585312999999999,"80198",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"5456",48.659860000000002,-120.662422000000007,"88594",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"5547",48.690882000000002,-120.668066999999994,"61332",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"6748",48.628613000000001,-120.504508999999999,"68627",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"7783",48.646048000000000,-120.648534999999995,"75925",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"9844",48.640622000000000,-120.692604000000003,"55549",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"9853",48.659613000000000,-120.622680000000003,"73132",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"9963",48.607653999999997,-120.474581999999998,"58562",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"11076",48.633792999999997,-120.547556000000000,"70741",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"11181",48.682482999999998,-120.686159000000004,"98348",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"11291",48.635350000000003,-120.621761000000006,"99545",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"12617",48.712136000000001,-120.659840000000003,"78353",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"13572",48.628613000000001,-120.504508999999999,"68627",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"14362",48.633792999999997,-120.547556000000000,"70741",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"14363",48.635350000000003,-120.621761000000006,"99545",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"15222",48.659860000000002,-120.662422000000007,"88594",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"15415",48.607653999999997,-120.474581999999998,"58562",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"15603",48.682482999999998,-120.686159000000004,"98348",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"17530",48.690882000000002,-120.668066999999994,"61332",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"19310",48.628526999999998,-120.585312999999999,"80198",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"19579",48.646048000000000,-120.648534999999995,"75925",,Wildfire Final Fire Perimeter,21304.880000000001019,"2003"
"2794",48.495427999999997,-119.927087000000000,"89741",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3477",48.495961999999999,-120.035662000000002,"74040",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"6525",48.470222000000000,-119.889099999999999,"72866",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7637",48.495427999999997,-119.927087000000000,"89741",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"8200",48.468001999999998,-119.995428000000004,"74135",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"8598",48.496592999999997,-119.990708999999995,"71493",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11081",48.472199000000003,-119.963026999999997,"77925",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11310",48.493740000000003,-119.850620000000006,"73578",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13823",48.495961999999999,-120.035662000000002,"74040",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14390",48.493740000000003,-119.850620000000006,"73578",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"15399",48.472199000000003,-119.963026999999997,"77925",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16789",48.496592999999997,-119.990708999999995,"71493",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18861",48.470222000000000,-119.889099999999999,"72866",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"19312",48.468001999999998,-119.995428000000004,"74135",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3865",48.499459000000002,-119.884219000000002,"66438",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10365",48.617634000000002,-119.880044999999996,"93416",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10984",48.519359999999999,-119.886089999999996,"78972",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13826",48.499459000000002,-119.884219000000002,"66438",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16432",48.519359999999999,-119.886089999999996,"78972",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16437",48.617634000000002,-119.880044999999996,"93416",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"69",48.674585999999998,-120.030381000000006,"62827",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"802",48.671771000000000,-120.063188999999994,"66941",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1827",48.620202999999997,-120.029306000000005,"88487",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3058",48.770389000000002,-120.025799000000006,"92254",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3059",48.603327999999998,-120.064115000000001,"95334",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3288",48.646895000000001,-120.067948999999999,"84805",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3476",48.744905000000003,-120.062070000000006,"96179",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3479",48.592458999999998,-120.032683000000006,"89376",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"6810",48.744461000000001,-120.021090000000001,"95461",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7804",48.624236000000003,-120.072370000000006,"76429",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"8024",48.774391000000001,-120.049511999999993,"77461",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"8699",48.644195000000003,-120.027153999999996,"77985",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9606",48.674585999999998,-120.030381000000006,"62827",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9846",48.620202999999997,-120.029306000000005,"88487",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9961",48.572415999999997,-120.031217999999996,"90434",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10085",48.718722000000000,-120.018529000000001,"71854",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10125",48.768878000000001,-120.099108999999999,"75411",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10827",48.747292000000002,-120.132583999999994,"67642",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11110",48.671771000000000,-120.063188999999994,"66941",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11419",48.724127000000003,-120.050824000000006,"91569",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"12994",48.770389000000002,-120.025799000000006,"92254",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13001",48.603327999999998,-120.064115000000001,"95334",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13751",48.744905000000003,-120.062070000000006,"96179",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14227",48.592458999999998,-120.032683000000006,"89376",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14330",48.646895000000001,-120.067948999999999,"84805",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14421",48.747292000000002,-120.132583999999994,"67642",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14674",48.724127000000003,-120.050824000000006,"91569",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"15921",48.572415999999997,-120.031217999999996,"90434",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16773",48.718722000000000,-120.018529000000001,"71854",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"17023",48.774391000000001,-120.049511999999993,"77461",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18013",48.744461000000001,-120.021090000000001,"95461",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18051",48.644195000000003,-120.027153999999996,"77985",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18439",48.768878000000001,-120.099108999999999,"75411",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18773",48.624236000000003,-120.072370000000006,"76429",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"4258",48.499552000000001,-120.081671000000000,"62555",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14887",48.499552000000001,-120.081671000000000,"62555",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"4",48.615504000000001,-119.910791000000003,"93596",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"495",48.745826999999998,-119.982228000000006,"77562",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"699",48.765476999999997,-119.872713000000005,"73229",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"726",48.640734999999999,-119.995344000000003,"72610",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"733",48.593769000000002,-119.959613000000004,"92003",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1250",48.866197000000000,-119.973973000000001,"76282",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1283",48.664799000000002,-119.948843999999994,"53736",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1298",48.837138000000003,-119.946394999999995,"98767",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1367",48.830689999999997,-119.917919999999995,"87696",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1806",48.520676999999999,-120.032651000000001,"64615",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1818",48.569856999999999,-119.952949000000004,"60622",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1825",48.517375000000001,-119.963035000000005,"74297",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1896",48.549072000000002,-120.070768999999999,"98507",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2255",48.521093999999998,-119.997337999999999,"66911",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2307",48.545558000000000,-120.028740999999997,"61345",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2786",48.500416000000001,-119.961061999999998,"67394",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2814",48.643391000000001,-119.955027999999999,"94214",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2834",48.554639000000002,-119.955000999999996,"99435",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2859",48.589590999999999,-119.917475999999994,"61417",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"2975",48.890794000000000,-120.014921999999999,"83120",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3467",48.716369999999998,-119.941840999999997,"91201",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3478",48.600175999999998,-119.990087000000003,"94759",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3482",48.892010999999997,-119.973045999999997,"84350",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3612",48.719065000000001,-119.979798000000002,"64665",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"3932",48.618879999999997,-119.988253999999998,"84544",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"4118",48.813932000000001,-119.935543999999993,"80626",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"4652",48.565665000000003,-119.988516000000004,"83901",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"4785",48.549332000000000,-120.108841999999996,"70067",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"5267",48.698889999999999,-119.949375000000003,"83644",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"5316",48.717433999999997,-119.909227999999999,"62263",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"5344",48.963484000000001,-119.967948000000007,"58356",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"5616",48.694584999999996,-119.986455000000007,"71680",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"6543",48.865406000000000,-119.939284999999998,"66397",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7076",48.867339000000001,-120.016216999999997,"82404",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7429",48.554639000000002,-119.955000999999996,"99435",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7440",48.569856999999999,-119.952949000000004,"60622",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7636",48.500416000000001,-119.961061999999998,"67394",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"7808",48.918270000000000,-119.901989999999998,"77662",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"8545",48.669916999999998,-119.979029999999995,"57966",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"8951",48.912326999999998,-119.964674000000002,"85418",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9070",48.520676999999999,-120.032651000000001,"64615",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9071",48.517375000000001,-119.963035000000005,"74297",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9529",48.742514000000000,-119.946760999999995,"80958",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9536",48.546838000000001,-119.995638000000000,"78329",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9656",48.549072000000002,-120.070768999999999,"98507",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9874",48.643391000000001,-119.955027999999999,"94214",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"9899",48.521608000000001,-119.921792999999994,"91710",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10329",48.619399000000001,-119.956106000000005,"87514",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10382",48.963484000000001,-119.967948000000007,"58356",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10412",48.694584999999996,-119.986455000000007,"71680",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10659",48.544314000000000,-119.927222999999998,"51922",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"10768",48.593769000000002,-119.959613000000004,"92003",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11108",48.830689999999997,-119.917919999999995,"87696",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11111",48.615504000000001,-119.910791000000003,"93596",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11239",48.644227999999998,-119.920240000000007,"64532",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11301",48.841864999999999,-119.978016999999994,"64836",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11340",48.791652999999997,-119.943777999999995,"72759",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11480",48.770456000000003,-119.941458999999995,"53910",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"11510",48.640734999999999,-119.995344000000003,"72610",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"12031",48.890794000000000,-120.014921999999999,"83120",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"12032",48.719065000000001,-119.979798000000002,"64665",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"12097",48.765476999999997,-119.872713000000005,"73229",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"12511",48.565665000000003,-119.988516000000004,"83901",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13038",48.521093999999998,-119.997337999999999,"66911",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13152",48.745826999999998,-119.982228000000006,"77562",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13676",48.837138000000003,-119.946394999999995,"98767",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13735",48.892010999999997,-119.973045999999997,"84350",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13758",48.589590999999999,-119.917475999999994,"61417",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"13982",48.866197000000000,-119.973973000000001,"76282",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14228",48.600175999999998,-119.990087000000003,"94759",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14320",48.545558000000000,-120.028740999999997,"61345",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14354",48.664799000000002,-119.948843999999994,"53736",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14578",48.770456000000003,-119.941458999999995,"53910",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"14811",48.618879999999997,-119.988253999999998,"84544",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"15286",48.865406000000000,-119.939284999999998,"66397",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"15398",48.841864999999999,-119.978016999999994,"64836",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"15922",48.791652999999997,-119.943777999999995,"72759",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16104",48.912326999999998,-119.964674000000002,"85418",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16446",48.741385000000001,-119.911984000000004,"62942",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16778",48.544314000000000,-119.927222999999998,"51922",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16786",48.644227999999998,-119.920240000000007,"64532",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"16790",48.619399000000001,-119.956106000000005,"87514",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"17024",48.717433999999997,-119.909227999999999,"62263",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"17225",48.669916999999998,-119.979029999999995,"57966",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"17292",48.813932000000001,-119.935543999999993,"80626",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"17916",48.918270000000000,-119.901989999999998,"77662",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18012",48.742514000000000,-119.946760999999995,"80958",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18361",48.698889999999999,-119.949375000000003,"83644",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"18390",48.521608000000001,-119.921792999999994,"91710",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"19010",48.549332000000000,-120.108841999999996,"70067",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"19076",48.867339000000001,-120.016216999999997,"82404",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"19897",48.546838000000001,-119.995638000000000,"78329",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"20066",48.716369999999998,-119.941840999999997,"91201",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"21737",48.821266000000001,-119.877021999999997,"43",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"21738",48.781540000000000,-119.893416999999999,"44",,Wildfire Final Fire Perimeter,175141.000000000000000,"2006"
"1000",48.923921000000000,-120.565811999999994,"62141",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"2974",48.898983999999999,-120.555316000000005,"56366",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"4479",48.875751999999999,-120.571821000000000,"91436",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"11594",48.977539999999998,-120.567847999999998,"53830",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"13071",48.898983999999999,-120.555316000000005,"56366",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"13994",48.923921000000000,-120.565811999999994,"62141",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"15798",48.875751999999999,-120.571821000000000,"91436",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"18008",48.977539999999998,-120.567847999999998,"53830",,Wildfire Final Fire Perimeter,49569.379999999997381,"2006"
"1765",48.922609999999999,-120.272068000000004,"96197",,Wildfire Final Fire Perimeter,1813.259999999999991,"2006"
"12692",48.922609999999999,-120.272068000000004,"96197",,Wildfire Final Fire Perimeter,1813.259999999999991,"2006"
"1295",48.608826999999998,-120.402334999999994,"59955",,Wildfire Final Fire Perimeter,846.340000000000032,"1911"
"13677",48.608826999999998,-120.402334999999994,"59955",,Wildfire Final Fire Perimeter,846.340000000000032,"1911"
"6491",48.837426000000001,-120.808926000000000,"96129",2022-WAOWF-000389,Wildfire Final Fire Perimeter,532.769999999999982,"2022"
"12490",48.837426000000001,-120.808926000000000,"96129",2022-WAOWF-000389,Wildfire Final Fire Perimeter,532.769999999999982,"2022"
"3576",48.771644999999999,-120.130638000000005,"56176",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"4642",48.769478999999997,-120.212090000000003,"77696",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"12036",48.771644999999999,-120.130638000000005,"56176",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"13957",48.769478999999997,-120.212090000000003,"77696",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"480",48.819141000000002,-120.023325000000000,"92563",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"675",48.842334000000001,-120.108483000000007,"77221",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"916",48.898634000000001,-120.072918000000001,"51261",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"1012",48.869687999999996,-120.052063000000004,"53705",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"3795",48.826504000000000,-120.132124000000005,"70490",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"7283",48.814802999999998,-120.054222999999993,"52169",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"7585",48.842334000000001,-120.108483000000007,"77221",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"10431",48.869687999999996,-120.052063000000004,"53705",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"11484",48.870356999999998,-120.125592999999995,"61552",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"13159",48.819141000000002,-120.023325000000000,"92563",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"13951",48.898634000000001,-120.072918000000001,"51261",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"16064",48.870356999999998,-120.125592999999995,"61552",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"16742",48.826504000000000,-120.132124000000005,"70490",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"18260",48.814802999999998,-120.054222999999993,"52169",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"1015",48.819980000000001,-120.209765000000004,"85855",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"4486",48.872075000000002,-120.200142999999997,"57839",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"5032",48.873688999999999,-120.274253000000002,"90057",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"6199",48.822932000000002,-120.280579000000003,"50419",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"9259",48.848292999999998,-120.182698000000002,"85256",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"12373",48.819980000000001,-120.209765000000004,"85855",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"16286",48.872075000000002,-120.200142999999997,"57839",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"18807",48.848292999999998,-120.182698000000002,"85256",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"19313",48.822932000000002,-120.280579000000003,"50419",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"19994",48.873688999999999,-120.274253000000002,"90057",,Wildfire Final Fire Perimeter,81060.990000000005239,"2003"
"1893",48.790806000000003,-120.060450000000003,"81109",,Wildfire Final Fire Perimeter,5334.510000000000218,"1921"
"7376",48.790806000000003,-120.060450000000003,"81109",,Wildfire Final Fire Perimeter,5334.510000000000218,"1921"
"2870",48.798338000000001,-120.015899000000005,"85542",,Wildfire Final Fire Perimeter,10471.219999999999345,"1994"
