Plot_ID,Species,Distance,Notes
046653_CHN,Patch Edge,551,
046653_CHN,LP,NA,
046653_CHN,PP,610,
046653_CHN,DF,423,
046653_CHN,WL,488,
046788_CMN,Patch Edge,232,
046788_CMN,GF,303,
046788_CMN,DF,199,
046788_CMN,PP,332,
046788_CMN,WL,204,
046788_CMN,LP,561,
050173_CHN,Patch Edge,2500,estimate
050173_CHN,LP,NA,
050173_CHN,GF,NA,
050173_CHN,DF,480,
050173_CHN,PP,450,
052714_DHN,Patch Edge,297,
052714_DHN,PP,297,
052714_DHN,DF,320,
075589_DMS,Patch Edge,88,
075589_DMS,PP,80,
075589_DMS,DF,127,
075046_MMS,Patch Edge,375,
075046_MMS,DF,214,
075046_MMS,PP,375,
075049_DHS,Patch Edge,492,
075049_DHS,DF,443,
075049_DHS,PP,450,
075095_MHS,Patch Edge,394,
075095_MHS,PP,399,
075095_MHS,DF,335,
075256_DHS,Patch Edge,216,
075256_DHS,PP,75,
075256_DHS,DF,214,
076213_DHS,Patch Edge,1420,estimate
076213_DHS,DF,510,
076213_DHS,PP,510,
076166_MMS,Patch Edge,1477,estimate
076166_MMS,PP,354,
076166_MMS,DF,354,
076104_DMS,Patch Edge,1200,estimate
076104_DMS,PP,790,
076104_DMS,DF,790,
076128_DMS,Patch Edge,1600,estimate
076128_DMS,PP,200,
076128_DMS,DF,82,
047908_MHN,Patch Edge,460,
047908_MHN,LP,65,
047908_MHN,DF,33,
047908_MHN,PP,302,
047908_MHN,GF,NA,
047652_MHN,Patch Edge,575,
047652_MHN,LP,NA,
047652_MHN,DF,152,
047652_MHN,GF,NA,
047652_MHN,PP,304,
047389_MMN,Patch Edge,288,
047389_MMN,DF,222,
047389_MMN,PP,161,
047389_MMN,GF,NA,
047389_MMN,LP,NA,
046968_CMN,Patch Edge,181,
046968_CMN,PP,11,
046968_CMN,DF,42,
046968_CMN,RC,65,
046968_CMN,ES,NA,
046968_CMN,GF,17,
046968_CMN,LP,NA,
075880_MMS,Patch Edge,630,
075880_MMS,PP,630,
075880_MMS,DF,350,
050578_MMN,Patch Edge,140,
050578_MMN,DF,2,
050578_MMN,GF,NA,
050578_MMN,PP,10,
050578_MMN,LP,NA,
050820_MHN,Patch Edge,274,
050820_MHN,LP,NA,
050820_MHN,PP,274,
050820_MHN,DF,280,
80738_CHN,Patch Edge,900,
80738_CHN,PP,908,
80738_CHN,WL,961,
80738_CHN,DF,927,
80738_CHN,ES,NA,
80738_CHN,LP,NA,Serotinous cones of dead trees are likely seed source
80561_CHS,Patch Edge,650,
80561_CHS,WL,600,
80561_CHS,DF,650,
80561_CHS,LP,NA,
80561_CHS,PP,700,
80561_CHS,ES,NA,
24976_CHN,Patch Edge,98,
24976_CHN,LP,NA,
24976_CHN,PP,103,
24976_CHN,DF,107,
24976_CHN,WL,75,
27971_CMN,Patch Edge,108,
27971_CMN,DF,65,
27971_CMN,WL,90,
27971_CMN,ES,NA,
27971_CMN,LP,NA,
131141_CHN,Patch Edge,265,
131141_CHN,DF,265,
131141_CHN,PP,232,
131141_CHN,LP,NA,
130925_CHN,Patch Edge,345,
130925_CHN,PP,130,
130925_CHN,DF,193,
130925_CHN,ES,705,
148948_MMN,Patch Edge,In plot ,
148948_MMN,DF,8,
148948_MMN,WL,15,
148948_MMN,RC,45,
148948_MMN,ES,78,
148948_MMN,LP,NA,
149492_CHN,Patch Edge,585,
149492_CHN,DF,585,
149492_CHN,WL,585,
149492_CHN,LP,NA,
149492_CHN,AS,NA,
149492_CHN,ES,NA,
134471_DHN,Patch Edge,340,
134471_DHN,PP,137,
134471_DHN,DF,254,
131853_CMN,Patch Edge,144,
131853_CMN,PP,30,
131853_CMN,DF,40,
131853_CMN,ES,356,
134794_DMN,Patch Edge,40,
134794_DMN,DF,11,
134794_DMN,PP,20,
135238_DMN,Patch Edge,70,
135238_DMN,DF,30,
135238_DMN,PP,16,
130251_CMN,Patch Edge,236,
130251_CMN,PP,149,
130251_CMN,DF,55,
130251_CMN,ES,NA,
130351_DHN,Patch Edge,126,
130351_DHN,DF,38,
130351_DHN,PP,93,
130351_DHN,ES,NA,
130351_DHN,LP,NA,
005560_CMS,Patch Edge,85,
005560_CMS,LP,NA,
005560_CMS,WL,75,
005560_CMS,ES,NA,
005560_CMS,DF,9,
008124_CHN,Patch Edge,198,
008124_CHN,SF,NA,
008124_CHN,LP,NA,
008124_CHN,WL,156,
008124_CHN,DF,311,
008124_CHN,ES,NA,
144496_MMN,Patch Edge,61,
144496_MMN,WL,46,
144496_MMN,DF,24,
144496_MMN,SF,NA,
144496_MMN,ES,145,
144496_MMN,RC,94,
144496_MMN,LP,116,
144419_MHN,Patch Edge,150,
144419_MHN,DF,114,
144419_MHN,WL,145,
144419_MHN,LP,NA,
144419_MHN,ES,NA,
144419_MHN,RC,NA,
145155_MMN,Patch Edge,168,
145155_MMN,WL,32,
145155_MMN,DF,28,
145155_MMN,ES,142,
145155_MMN,SF,412,
150206_CMS,Patch Edge,108,
150206_CMS,WL,141,
150206_CMS,DF,41,
150206_CMS,ES,NA,
150206_CMS,RC,14,
150206_CMS,SF,NA,
150206_CMS,PP,220,
150638_MHN,Patch Edge,1800,
150638_MHN,WL,1267,
150638_MHN,DF,1800,
150638_MHN,ES,NA,
150638_MHN,LP,1400,
151641_CHS,Patch Edge,1270,
151641_CHS,DF,1270,
151641_CHS,WL,1270,
151641_CHS,LP,NA,
151641_CHS,ES,NA,
120242_CMN,Patch Edge,96,
120242_CMN,PP,13,
120242_CMN,DF,56,
120242_CMN,WL,92,
45742_DHN,Patch Edge,2000,estimate
45742_DHN,WL,NA,
45742_DHN,DF,NA,
45742_DHN,LP,NA,
45742_DHN,GF,NA,
45742_DHN,PP,NA,
136957_DHN,Patch Edge,304,
136957_DHN,DF,181,
136957_DHN,PP,254,
136957_DHN,ES,1500,estimate
132664_DHN,Patch Edge,253,
132664_DHN,PP,165,
132664_DHN,DF,253,
132464_CHN,Patch Edge,312,
132464_CHN,PP,262,
132464_CHN,DF,312,
132272_CHN,Patch Edge,152,
132272_CHN,PP,101,
132272_CHN,DF,73,
134154_DMN,Patch Edge,109,
134154_DMN,PP,44,
134154_DMN,DF,37,
133321_DMN,Patch Edge,134,
133321_DMN,PP,34,
133321_DMN,DF,41,
139331_DMN,Patch Edge,138,
139331_DMN,PP,17,
139331_DMN,DF,51,
139331_DMN,LP,NA,
159805_MHN,Patch Edge,25,
159805_MHN,PP,20,
159805_MHN,DF,21,
159805_MHN,ES,NA,
159805_MHN,WL,NA,
159805_MHN,GF,40,
